"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","controls","DM",0.95,12.8460655829469,7,20,2865,"2865.02",,559,2022-09-08,8,2022,111,217,559,559,571,0,,
"abundance","pevGARCH","controls","DM",0.95,13.119523706774,5,23,2865,"2865.02",,560,2022-09-08,9,2022,111,217,559,559,571,1,,
"abundance","pevGARCH","controls","DM",0.95,13.905683805653,5,26,2865,"2865.02",,561,2022-09-08,10,2022,111,217,559,559,571,2,,
"abundance","pevGARCH","controls","DM",0.95,14.9190111842057,5,28,2865,"2865.02",,562,2022-09-08,11,2022,111,217,559,559,571,3,,
"abundance","pevGARCH","controls","DM",0.95,16.0094417117435,5,30,2865,"2865.02",,563,2022-09-08,12,2022,111,217,559,559,571,4,,
"abundance","pevGARCH","controls","DM",0.95,16.9753799314592,5,32,2865,"2865.02",,564,2022-09-08,1,2023,111,217,559,559,571,5,,
"abundance","pevGARCH","controls","DM",0.95,17.4633290396614,5,34,2865,"2865.02",,565,2022-09-08,2,2023,111,217,559,559,571,6,,
"abundance","pevGARCH","controls","DM",0.95,17.6393496747694,5,33,2865,"2865.02",,566,2022-09-08,3,2023,111,217,559,559,571,7,,
"abundance","pevGARCH","controls","DM",0.95,17.4664099992315,5,33,2865,"2865.02",,567,2022-09-08,4,2023,111,217,559,559,571,8,,
"abundance","pevGARCH","controls","DM",0.95,16.5295229417776,5,30,2865,"2865.02",,568,2022-09-08,5,2023,111,217,559,559,571,9,,
"abundance","pevGARCH","controls","DM",0.95,15.563872798724,5,29,2865,"2865.02",,569,2022-09-08,6,2023,111,217,559,559,571,10,,
"abundance","pevGARCH","controls","DM",0.95,14.7462684933406,4,28,2865,"2865.02",,570,2022-09-08,7,2023,111,217,559,559,571,11,,
"abundance","pevGARCH","controls","DM",0.95,14.2103281637345,3,27,2865,"2865.02",,571,2022-09-08,8,2023,111,217,559,559,571,12,,
