"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","dm_controls","DM",0.95,13.7239114011872,5.87198936217145,21.575833440203,2783,"2783.01",,559,2022-08-18,8,2022,108,217,558,559,570,1,,
"abundance","AutoArima","dm_controls","DM",0.95,13.671982175857,4.57866358845819,22.7653007632558,2783,"2783.01",,560,2022-08-18,9,2022,108,217,558,559,570,2,,
"abundance","AutoArima","dm_controls","DM",0.95,13.9043854113613,3.65017857929077,24.1585922434318,2783,"2783.01",,561,2022-08-18,10,2022,108,217,558,559,570,3,,
"abundance","AutoArima","dm_controls","DM",0.95,14.0758198083675,3.08026014427155,25.0713794724635,2783,"2783.01",,562,2022-08-18,11,2022,108,217,558,559,570,4,,
"abundance","AutoArima","dm_controls","DM",0.95,14.2385667464645,2.73001961850173,25.7471138744272,2783,"2783.01",,563,2022-08-18,12,2022,108,217,558,559,570,5,,
"abundance","AutoArima","dm_controls","DM",0.95,14.3646701232388,2.50660076034913,26.2227394861285,2783,"2783.01",,564,2022-08-18,1,2023,108,217,558,559,570,6,,
"abundance","AutoArima","dm_controls","DM",0.95,14.4796475011195,2.37355761177708,26.585737390462,2783,"2783.01",,565,2022-08-18,2,2023,108,217,558,559,570,7,,
"abundance","AutoArima","dm_controls","DM",0.95,14.5716165970774,2.2921333441998,26.851099849955,2783,"2783.01",,566,2022-08-18,3,2023,108,217,558,559,570,8,,
"abundance","AutoArima","dm_controls","DM",0.95,14.6533260011535,2.24973361320589,27.0569183891012,2783,"2783.01",,567,2022-08-18,4,2023,108,217,558,559,570,9,,
"abundance","AutoArima","dm_controls","DM",0.95,14.7200426709312,2.228595871419,27.2114894704434,2783,"2783.01",,568,2022-08-18,5,2023,108,217,558,559,570,10,,
"abundance","AutoArima","dm_controls","DM",0.95,14.7783364947671,2.2238050780126,27.3328679115217,2783,"2783.01",,569,2022-08-18,6,2023,108,217,558,559,570,11,,
"abundance","AutoArima","dm_controls","DM",0.95,14.8265709555333,2.22708921037185,27.4260527006947,2783,"2783.01",,570,2022-08-18,7,2023,108,217,558,559,570,12,,
