"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","dm_controls","DM",0.95,25.488625662837,15,37,2433,"2433.01",,554,2022-04-28,4,2022,92,217,554,554,566,0,,
"abundance","pevGARCH","dm_controls","DM",0.95,23.5366844237804,13,38,2433,"2433.01",,555,2022-04-28,4,2022,92,217,554,554,566,1,,
"abundance","pevGARCH","dm_controls","DM",0.95,21.5792402515089,11,35,2433,"2433.01",,556,2022-04-28,5,2022,92,217,554,554,566,2,,
"abundance","pevGARCH","dm_controls","DM",0.95,19.5533550913731,9,33,2433,"2433.01",,557,2022-04-28,6,2022,92,217,554,554,566,3,,
"abundance","pevGARCH","dm_controls","DM",0.95,17.7914766151602,6,31,2433,"2433.01",,558,2022-04-28,7,2022,92,217,554,554,566,4,,
"abundance","pevGARCH","dm_controls","DM",0.95,16.603463583707,5,31,2433,"2433.01",,559,2022-04-28,8,2022,92,217,554,554,566,5,,
"abundance","pevGARCH","dm_controls","DM",0.95,16.1365701078301,5,29,2433,"2433.01",,560,2022-04-28,9,2022,92,217,554,554,566,6,,
"abundance","pevGARCH","dm_controls","DM",0.95,16.3196782007299,5,30,2433,"2433.01",,561,2022-04-28,10,2022,92,217,554,554,566,7,,
"abundance","pevGARCH","dm_controls","DM",0.95,16.7036517514897,5,31,2433,"2433.01",,562,2022-04-28,11,2022,92,217,554,554,566,8,,
"abundance","pevGARCH","dm_controls","DM",0.95,17.4644785045337,5,32,2433,"2433.01",,563,2022-04-28,12,2022,92,217,554,554,566,9,,
"abundance","pevGARCH","dm_controls","DM",0.95,18.1074426990962,5,34,2433,"2433.01",,564,2022-04-28,1,2023,92,217,554,554,566,10,,
"abundance","pevGARCH","dm_controls","DM",0.95,18.463472473975,5,35,2433,"2433.01",,565,2022-04-28,2,2023,92,217,554,554,566,11,,
"abundance","pevGARCH","dm_controls","DM",0.95,18.4734688569172,5,33,2433,"2433.01",,566,2022-04-28,3,2023,92,217,554,554,566,12,,
