"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-10-06",8,2022,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.151475069902617,0,1,"2950.5",2950,NA,559,217,560,559,572,-1,NA,NA
"2022-10-06",9,2022,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.17619032148325,0,1,"2950.5",2950,NA,560,217,560,559,572,0,NA,NA
"2022-10-06",10,2022,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.185753010265943,0,1,"2950.5",2950,NA,561,217,560,559,572,1,NA,NA
"2022-10-06",11,2022,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.196077141393012,0,1,"2950.5",2950,NA,562,217,560,559,572,2,NA,NA
"2022-10-06",12,2022,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.207132229595379,0,1,"2950.5",2950,NA,563,217,560,559,572,3,NA,NA
"2022-10-06",1,2023,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.217175876246332,0,2,"2950.5",2950,NA,564,217,560,559,572,4,NA,NA
"2022-10-06",2,2023,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.222853021365715,0,1,"2950.5",2950,NA,565,217,560,559,572,5,NA,NA
"2022-10-06",3,2023,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.222459144310295,0,2,"2950.5",2950,NA,566,217,560,559,572,6,NA,NA
"2022-10-06",4,2023,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.215994575300742,0,1,"2950.5",2950,NA,567,217,560,559,572,7,NA,NA
"2022-10-06",5,2023,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.205732540990353,0,1,"2950.5",2950,NA,568,217,560,559,572,8,NA,NA
"2022-10-06",6,2023,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.194524194356969,0,1,"2950.5",2950,NA,569,217,560,559,572,9,NA,NA
"2022-10-06",7,2023,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.18537915148742,0,1,"2950.5",2950,NA,570,217,560,559,572,10,NA,NA
"2022-10-06",8,2023,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.179775615035397,0,1,"2950.5",2950,NA,571,217,560,559,572,11,NA,NA
"2022-10-06",9,2023,"abundance","nbsGARCH",115,0.95,"exclosures","OL",0.179320073620765,0,1,"2950.5",2950,NA,572,217,560,559,572,12,NA,NA
