"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","jags_RW","dm_controls","DM",13.024,6.712,20.143,0.95,2921,"2921.01",,559,2022-09-29,8,2022,114,217,560,559,572,-1,,
"abundance","jags_RW","dm_controls","DM",22.393,0.106,78.416,0.95,2921,"2921.01",,560,2022-09-29,9,2022,114,217,560,559,572,0,,
"abundance","jags_RW","dm_controls","DM",31.454,0,153.146,0.95,2921,"2921.01",,561,2022-09-29,10,2022,114,217,560,559,572,1,,
"abundance","jags_RW","dm_controls","DM",38.443,0.474,196.9,0.95,2921,"2921.01",,562,2022-09-29,11,2022,114,217,560,559,572,2,,
"abundance","jags_RW","dm_controls","DM",42.069,0.266,196.9,0.95,2921,"2921.01",,563,2022-09-29,12,2022,114,217,560,559,572,3,,
"abundance","jags_RW","dm_controls","DM",44.279,0.134,196.9,0.95,2921,"2921.01",,564,2022-09-29,1,2023,114,217,560,559,572,4,,
"abundance","jags_RW","dm_controls","DM",44.978,0.067,196.9,0.95,2921,"2921.01",,565,2022-09-29,2,2023,114,217,560,559,572,5,,
"abundance","jags_RW","dm_controls","DM",45.837,0.012,196.9,0.95,2921,"2921.01",,566,2022-09-29,3,2023,114,217,560,559,572,6,,
"abundance","jags_RW","dm_controls","DM",45.988,0,196.9,0.95,2921,"2921.01",,567,2022-09-29,4,2023,114,217,560,559,572,7,,
"abundance","jags_RW","dm_controls","DM",45.943,0,196.9,0.95,2921,"2921.01",,568,2022-09-29,5,2023,114,217,560,559,572,8,,
"abundance","jags_RW","dm_controls","DM",45.952,0,196.9,0.95,2921,"2921.01",,569,2022-09-29,6,2023,114,217,560,559,572,9,,
"abundance","jags_RW","dm_controls","DM",46.252,0,196.9,0.95,2921,"2921.01",,570,2022-09-29,7,2023,114,217,560,559,572,10,,
"abundance","jags_RW","dm_controls","DM",45.252,0,196.9,0.95,2921,"2921.01",,571,2022-09-29,8,2023,114,217,560,559,572,11,,
"abundance","jags_RW","dm_controls","DM",44.29,0,196.9,0.95,2921,"2921.01",,572,2022-09-29,9,2023,114,217,560,559,572,12,,
