"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","NaiveArima","dm_controls","DM",16,7.70414480275492,24.2958551972451,0.95,1948,"1948.01",,550,2021-12-16,12,2021,75,217,550,550,562,0,,
"abundance","NaiveArima","dm_controls","DM",16,4.26788906857269,27.7321109314273,0.95,1948,"1948.01",,551,2021-12-16,1,2022,75,217,550,550,562,1,,
"abundance","NaiveArima","dm_controls","DM",16,1.6311573061372,30.3688426938628,0.95,1948,"1948.01",,552,2021-12-16,2,2022,75,217,550,550,562,2,,
"abundance","NaiveArima","dm_controls","DM",16,-0.591710394490153,32.5917103944901,0.95,1948,"1948.01",,553,2021-12-16,3,2022,75,217,550,550,562,3,,
"abundance","NaiveArima","dm_controls","DM",16,-2.55009615253492,34.5500961525349,0.95,1948,"1948.01",,554,2021-12-16,4,2022,75,217,550,550,562,4,,
"abundance","NaiveArima","dm_controls","DM",16,-4.32061221326633,36.3206122132663,0.95,1948,"1948.01",,555,2021-12-16,4,2022,75,217,550,550,562,5,,
"abundance","NaiveArima","dm_controls","DM",16,-5.94876976451316,37.9487697645132,0.95,1948,"1948.01",,556,2021-12-16,5,2022,75,217,550,550,562,6,,
"abundance","NaiveArima","dm_controls","DM",16,-7.46422186285463,39.4642218628546,0.95,1948,"1948.01",,557,2021-12-16,6,2022,75,217,550,550,562,7,,
"abundance","NaiveArima","dm_controls","DM",16,-8.88756559173522,40.8875655917352,0.95,1948,"1948.01",,558,2021-12-16,7,2022,75,217,550,550,562,8,,
"abundance","NaiveArima","dm_controls","DM",16,-10.2337975622398,42.2337975622398,0.95,1948,"1948.01",,559,2021-12-16,8,2022,75,217,550,550,562,9,,
"abundance","NaiveArima","dm_controls","DM",16,-11.5142390043817,43.5142390043817,0.95,1948,"1948.01",,560,2021-12-16,9,2022,75,217,550,550,562,10,,
"abundance","NaiveArima","dm_controls","DM",16,-12.7376853877256,44.7376853877256,0.95,1948,"1948.01",,561,2021-12-16,10,2022,75,217,550,550,562,11,,
"abundance","NaiveArima","dm_controls","DM",16,-13.9111312874915,45.9111312874915,0.95,1948,"1948.01",,562,2021-12-16,11,2022,75,217,550,550,562,12,,
