"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH","exclosures","PP",1.31604248796075,0,5,0.95,1200,"1200.14",,528,2020-09-03,2,2020,48,217,534,528,546,-6,,
"abundance","nbGARCH","exclosures","PP",2.62823675201363,0,10,0.95,1200,"1200.14",,529,2020-09-03,3,2020,48,217,534,528,546,-5,,
"abundance","nbGARCH","exclosures","PP",4.19650571630499,0,15,0.95,1200,"1200.14",,530,2020-09-03,4,2020,48,217,534,528,546,-4,,
"abundance","nbGARCH","exclosures","PP",5.42197230327066,0,18,0.95,1200,"1200.14",,531,2020-09-03,5,2020,48,217,534,528,546,-3,,
"abundance","nbGARCH","exclosures","PP",6.66823754071332,0,23,0.95,1200,"1200.14",,532,2020-09-03,6,2020,48,217,534,528,546,-2,,
"abundance","nbGARCH","exclosures","PP",7.98007499698826,0,25,0.95,1200,"1200.14",,533,2020-09-03,7,2020,48,217,534,528,546,-1,,
"abundance","nbGARCH","exclosures","PP",9.21660023254754,0,27,0.95,1200,"1200.14",,534,2020-09-03,8,2020,48,217,534,528,546,0,,
"abundance","nbGARCH","exclosures","PP",10.3086015328377,0,30,0.95,1200,"1200.14",,535,2020-09-03,9,2020,48,217,534,528,546,1,,
"abundance","nbGARCH","exclosures","PP",11.0417455271057,0,34,0.95,1200,"1200.14",,536,2020-09-03,10,2020,48,217,534,528,546,2,,
"abundance","nbGARCH","exclosures","PP",10.4451893048904,0,34,0.95,1200,"1200.14",,537,2020-09-03,11,2020,48,217,534,528,546,3,,
"abundance","nbGARCH","exclosures","PP",8.602989175198,0,26,0.95,1200,"1200.14",,538,2020-09-03,12,2020,48,217,534,528,546,4,,
"abundance","nbGARCH","exclosures","PP",7.50568908432199,0,22,0.95,1200,"1200.14",,539,2020-09-03,1,2021,48,217,534,528,546,5,,
"abundance","nbGARCH","exclosures","PP",6.82390282793423,0,21,0.95,1200,"1200.14",,540,2020-09-03,2,2021,48,217,534,528,546,6,,
"abundance","nbGARCH","exclosures","PP",6.90171278117819,0,24,0.95,1200,"1200.14",,541,2020-09-03,3,2021,48,217,534,528,546,7,,
"abundance","nbGARCH","exclosures","PP",7.344155266693,0,24,0.95,1200,"1200.14",,542,2020-09-03,4,2021,48,217,534,528,546,8,,
"abundance","nbGARCH","exclosures","PP",7.9102328892615,0,27,0.95,1200,"1200.14",,543,2020-09-03,5,2021,48,217,534,528,546,9,,
"abundance","nbGARCH","exclosures","PP",8.54944111429295,0,28,0.95,1200,"1200.14",,544,2020-09-03,6,2021,48,217,534,528,546,10,,
"abundance","nbGARCH","exclosures","PP",9.23878134415058,0,29,0.95,1200,"1200.14",,545,2020-09-03,7,2021,48,217,534,528,546,11,,
"abundance","nbGARCH","exclosures","PP",9.94623861103741,0,30,0.95,1200,"1200.14",,546,2020-09-03,8,2021,48,217,534,528,546,12,,
