"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"all","DM",48.2837346559834,27.9416998912271,68.6257694207397,2652,"2652.02",,555,2022-07-07,4,2022,102,217,557,555,569,-2,,
"abundance","ESSS",0.95,"all","DM",48.7632336470636,23.9525886495778,73.5738786445494,2652,"2652.02",,556,2022-07-07,5,2022,102,217,557,555,569,-1,,
"abundance","ESSS",0.95,"all","DM",49.2427326381438,20.4921075908168,77.9933576854709,2652,"2652.02",,557,2022-07-07,6,2022,102,217,557,555,569,0,,
"abundance","ESSS",0.95,"all","DM",49.7222316292241,17.3621448122161,82.082318446232,2652,"2652.02",,558,2022-07-07,7,2022,102,217,557,555,569,1,,
"abundance","ESSS",0.95,"all","DM",50.2017306203043,14.4583128643892,85.9451483762193,2652,"2652.02",,559,2022-07-07,8,2022,102,217,557,555,569,2,,
"abundance","ESSS",0.95,"all","DM",50.6812296113845,11.7177872817697,89.6446719409992,2652,"2652.02",,560,2022-07-07,9,2022,102,217,557,555,569,3,,
"abundance","ESSS",0.95,"all","DM",51.1607286024647,9.0993643708281,93.2220928341013,2652,"2652.02",,561,2022-07-07,10,2022,102,217,557,555,569,4,,
"abundance","ESSS",0.95,"all","DM",51.6402275935449,6.57433014314712,96.7061250439427,2652,"2652.02",,562,2022-07-07,11,2022,102,217,557,555,569,5,,
"abundance","ESSS",0.95,"all","DM",52.1197265846251,4.12174526314954,100.117707906101,2652,"2652.02",,563,2022-07-07,12,2022,102,217,557,555,569,6,,
"abundance","ESSS",0.95,"all","DM",52.5992255757054,1.72578965185392,103.472661499557,2652,"2652.02",,564,2022-07-07,1,2023,102,217,557,555,569,7,,
"abundance","ESSS",0.95,"all","DM",53.0787245667856,-0.625834821734358,106.783283955306,2652,"2652.02",,565,2022-07-07,2,2023,102,217,557,555,569,8,,
"abundance","ESSS",0.95,"all","DM",53.5582235578658,-2.94291635950113,110.059363475233,2652,"2652.02",,566,2022-07-07,3,2023,102,217,557,555,569,9,,
"abundance","ESSS",0.95,"all","DM",54.037722548946,-5.2334019412059,113.308847039098,2652,"2652.02",,567,2022-07-07,4,2023,102,217,557,555,569,10,,
"abundance","ESSS",0.95,"all","DM",54.5172215400262,-7.50385480888678,116.538297888939,2652,"2652.02",,568,2022-07-07,5,2023,102,217,557,555,569,11,,
"abundance","ESSS",0.95,"all","DM",54.9967205311064,-9.75977673674954,119.753217798962,2652,"2652.02",,569,2022-07-07,6,2023,102,217,557,555,569,12,,
