"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","controls","DM",0.95,12.8460655829469,6,20,2953,"2953.02",,559,2022-10-06,8,2022,115,217,560,559,572,-1,,
"abundance","pevGARCH","controls","DM",0.95,13.119523706774,5,23,2953,"2953.02",,560,2022-10-06,9,2022,115,217,560,559,572,0,,
"abundance","pevGARCH","controls","DM",0.95,13.905683805653,5,26,2953,"2953.02",,561,2022-10-06,10,2022,115,217,560,559,572,1,,
"abundance","pevGARCH","controls","DM",0.95,14.9190111842057,5,27,2953,"2953.02",,562,2022-10-06,11,2022,115,217,560,559,572,2,,
"abundance","pevGARCH","controls","DM",0.95,16.0094417117435,5,30,2953,"2953.02",,563,2022-10-06,12,2022,115,217,560,559,572,3,,
"abundance","pevGARCH","controls","DM",0.95,16.9753799314592,5,31,2953,"2953.02",,564,2022-10-06,1,2023,115,217,560,559,572,4,,
"abundance","pevGARCH","controls","DM",0.95,17.4358125483318,4,33,2953,"2953.02",,565,2022-10-06,2,2023,115,217,560,559,572,5,,
"abundance","pevGARCH","controls","DM",0.95,17.7399166109582,5,33,2953,"2953.02",,566,2022-10-06,3,2023,115,217,560,559,572,6,,
"abundance","pevGARCH","controls","DM",0.95,17.2253396917629,4,31,2953,"2953.02",,567,2022-10-06,4,2023,115,217,560,559,572,7,,
"abundance","pevGARCH","controls","DM",0.95,16.351545897562,5,29,2953,"2953.02",,568,2022-10-06,5,2023,115,217,560,559,572,8,,
"abundance","pevGARCH","controls","DM",0.95,15.3786174431157,4,29,2953,"2953.02",,569,2022-10-06,6,2023,115,217,560,559,572,9,,
"abundance","pevGARCH","controls","DM",0.95,14.6171374664287,4,27,2953,"2953.02",,570,2022-10-06,7,2023,115,217,560,559,572,10,,
"abundance","pevGARCH","controls","DM",0.95,14.122149909596,4,27,2953,"2953.02",,571,2022-10-06,8,2023,115,217,560,559,572,11,,
"abundance","pevGARCH","controls","DM",0.95,14.0507400345879,4,26,2953,"2953.02",,572,2022-10-06,9,2023,115,217,560,559,572,12,,
