"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","exclosures","PP",10.714880603498,5,17,0.95,108,"108.14",,524,2019-11-29,10,2019,5,217,525,524,537,-1,,
"abundance","pevGARCH","exclosures","PP",7.92432352838244,2,15,0.95,108,"108.14",,525,2019-11-29,11,2019,5,217,525,524,537,0,,
"abundance","pevGARCH","exclosures","PP",5.4845843895925,1,11,0.95,108,"108.14",,526,2019-11-29,12,2019,5,217,525,524,537,1,,
"abundance","pevGARCH","exclosures","PP",4.74242237181327,0,11,0.95,108,"108.14",,527,2019-11-29,1,2020,5,217,525,524,537,2,,
"abundance","pevGARCH","exclosures","PP",4.38489106223446,0,10,0.95,108,"108.14",,528,2019-11-29,2,2020,5,217,525,524,537,3,,
"abundance","pevGARCH","exclosures","PP",5.1291455365816,0,12,0.95,108,"108.14",,529,2019-11-29,3,2020,5,217,525,524,537,4,,
"abundance","pevGARCH","exclosures","PP",5.9825289993637,1,13,0.95,108,"108.14",,530,2019-11-29,4,2020,5,217,525,524,537,5,,
"abundance","pevGARCH","exclosures","PP",6.9038323864058,1,14,0.95,108,"108.14",,531,2019-11-29,5,2020,5,217,525,524,537,6,,
"abundance","pevGARCH","exclosures","PP",10.3921509229117,2,21,0.95,108,"108.14",,532,2019-11-29,6,2020,5,217,525,524,537,7,,
"abundance","pevGARCH","exclosures","PP",13.3201657089397,3,25,0.95,108,"108.14",,533,2019-11-29,7,2020,5,217,525,524,537,8,,
"abundance","pevGARCH","exclosures","PP",15.762410539881,4,28,0.95,108,"108.14",,534,2019-11-29,8,2020,5,217,525,524,537,9,,
"abundance","pevGARCH","exclosures","PP",15.4589364293007,5,27,0.95,108,"108.14",,535,2019-11-29,9,2020,5,217,525,524,537,10,,
"abundance","pevGARCH","exclosures","PP",14.9196867973806,4,27,0.95,108,"108.14",,536,2019-11-29,10,2020,5,217,525,524,537,11,,
"abundance","pevGARCH","exclosures","PP",14.1406968822029,4,25,0.95,108,"108.14",,537,2019-11-29,11,2020,5,217,525,524,537,12,,
