"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","exclosures","RM",0.95,2.4329561295904,0,6,3068,"3068.15",,565,2023-02-23,2,2023,120,217,565,565,577,0,,
"abundance","pevGARCH","exclosures","RM",0.95,1.89346866252105,0,6,3068,"3068.15",,566,2023-02-23,3,2023,120,217,565,565,577,1,,
"abundance","pevGARCH","exclosures","RM",0.95,1.56624882757648,0,6,3068,"3068.15",,567,2023-02-23,4,2023,120,217,565,565,577,2,,
"abundance","pevGARCH","exclosures","RM",0.95,0.382124206155296,0,2,3068,"3068.15",,568,2023-02-23,5,2023,120,217,565,565,577,3,,
"abundance","pevGARCH","exclosures","RM",0.95,0.275115885463075,0,2,3068,"3068.15",,569,2023-02-23,6,2023,120,217,565,565,577,4,,
"abundance","pevGARCH","exclosures","RM",0.95,0.311437754635806,0,2,3068,"3068.15",,570,2023-02-23,7,2023,120,217,565,565,577,5,,
"abundance","pevGARCH","exclosures","RM",0.95,0.0213042075653673,0,0,3068,"3068.15",,571,2023-02-23,8,2023,120,217,565,565,577,6,,
"abundance","pevGARCH","exclosures","RM",0.95,0.0261030890642494,0,0,3068,"3068.15",,572,2023-02-23,9,2023,120,217,565,565,577,7,,
"abundance","pevGARCH","exclosures","RM",0.95,0.0286174977006618,0,0,3068,"3068.15",,573,2023-02-23,10,2023,120,217,565,565,577,8,,
"abundance","pevGARCH","exclosures","RM",0.95,0.040324290457649,0,1,3068,"3068.15",,574,2023-02-23,11,2023,120,217,565,565,577,9,,
"abundance","pevGARCH","exclosures","RM",0.95,0.164900152451015,0,1,3068,"3068.15",,575,2023-02-23,12,2023,120,217,565,565,577,10,,
"abundance","pevGARCH","exclosures","RM",0.95,0.5207056420251,0,2,3068,"3068.15",,576,2023-02-23,1,2024,120,217,565,565,577,11,,
"abundance","pevGARCH","exclosures","RM",0.95,0.445862779146885,0,2,3068,"3068.15",,577,2023-02-23,2,2024,120,217,565,565,577,12,,
