"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-4.12674284681458,42.130343159674,3026,"3026.07",,565,2023-02-16,2,2023,119,217,564,565,576,1,,
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-13.705263500495,51.7088638133544,3026,"3026.07",,566,2023-02-16,3,2023,119,217,564,565,576,2,,
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-21.0553405885527,59.0589409014121,3026,"3026.07",,567,2023-02-16,4,2023,119,217,564,565,576,3,,
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-27.2518163104859,65.2554166233454,3026,"3026.07",,568,2023-02-16,5,2023,119,217,564,565,576,4,,
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-32.7110565416268,70.7146568544863,3026,"3026.07",,569,2023-02-16,6,2023,119,217,564,565,576,5,,
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-37.6466072305299,75.6502075433893,3026,"3026.07",,570,2023-02-16,7,2023,119,217,564,565,576,6,,
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-42.1853273385274,80.1889276513868,3026,"3026.07",,571,2023-02-16,8,2023,119,217,564,565,576,7,,
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-46.4098737457824,84.4134740586419,3026,"3026.07",,572,2023-02-16,9,2023,119,217,564,565,576,8,,
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-50.3776607401104,88.3812610529699,3026,"3026.07",,573,2023-02-16,10,2023,119,217,564,565,576,9,,
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-54.1304916571033,92.1340919699627,3026,"3026.07",,574,2023-02-16,11,2023,119,217,564,565,576,10,,
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-57.6999248405021,95.7035251533615,3026,"3026.07",,575,2023-02-16,12,2023,119,217,564,565,576,11,,
"abundance","ESSS",0.95,"all","PB",19.0018001564297,-61.1104781104512,99.1140784233106,3026,"3026.07",,576,2023-02-16,1,2024,119,217,564,565,576,12,,
