"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH",0.95,"controls","SF",0.116559167460347,0,1,2901,"2901.17",,559,2022-09-22,8,2022,113,217,559,559,571,0,,
"abundance","nbGARCH",0.95,"controls","SF",0.12990488460432,0,1,2901,"2901.17",,560,2022-09-22,9,2022,113,217,559,559,571,1,,
"abundance","nbGARCH",0.95,"controls","SF",0.131431395894102,0,1,2901,"2901.17",,561,2022-09-22,10,2022,113,217,559,559,571,2,,
"abundance","nbGARCH",0.95,"controls","SF",0.131605982146066,0,1,2901,"2901.17",,562,2022-09-22,11,2022,113,217,559,559,571,3,,
"abundance","nbGARCH",0.95,"controls","SF",0.131625949227413,0,1,2901,"2901.17",,563,2022-09-22,12,2022,113,217,559,559,571,4,,
"abundance","nbGARCH",0.95,"controls","SF",0.131628232819383,0,1,2901,"2901.17",,564,2022-09-22,1,2023,113,217,559,559,571,5,,
"abundance","nbGARCH",0.95,"controls","SF",0.131628493988821,0,1,2901,"2901.17",,565,2022-09-22,2,2023,113,217,559,559,571,6,,
"abundance","nbGARCH",0.95,"controls","SF",0.1316285238582,0,1,2901,"2901.17",,566,2022-09-22,3,2023,113,217,559,559,571,7,,
"abundance","nbGARCH",0.95,"controls","SF",0.131628527274305,0,1,2901,"2901.17",,567,2022-09-22,4,2023,113,217,559,559,571,8,,
"abundance","nbGARCH",0.95,"controls","SF",0.131628527664998,0,1,2901,"2901.17",,568,2022-09-22,5,2023,113,217,559,559,571,9,,
"abundance","nbGARCH",0.95,"controls","SF",0.131628527709671,0,1,2901,"2901.17",,569,2022-09-22,6,2023,113,217,559,559,571,10,,
"abundance","nbGARCH",0.95,"controls","SF",0.13162852771478,0,1,2901,"2901.17",,570,2022-09-22,7,2023,113,217,559,559,571,11,,
"abundance","nbGARCH",0.95,"controls","SF",0.131628527715364,0,1,2901,"2901.17",,571,2022-09-22,8,2023,113,217,559,559,571,12,,
