"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","jags_RW","dm_controls","DM",5.449,1.739,9.677,0.95,1664,"1664.01",,545,2021-09-19,7,2021,66,217,547,545,559,-2,,
"abundance","jags_RW","dm_controls","DM",9.654,0,33.551,0.95,1664,"1664.01",,546,2021-09-19,8,2021,66,217,547,545,559,-1,,
"abundance","jags_RW","dm_controls","DM",15.447,0,67.766,0.95,1664,"1664.01",,547,2021-09-19,9,2021,66,217,547,545,559,0,,
"abundance","jags_RW","dm_controls","DM",21.204,0,118.463,0.95,1664,"1664.01",,548,2021-09-19,10,2021,66,217,547,545,559,1,,
"abundance","jags_RW","dm_controls","DM",25.608,0,167.656,0.95,1664,"1664.01",,549,2021-09-19,11,2021,66,217,547,545,559,2,,
"abundance","jags_RW","dm_controls","DM",29.013,0,196.9,0.95,1664,"1664.01",,550,2021-09-19,12,2021,66,217,547,545,559,3,,
"abundance","jags_RW","dm_controls","DM",31.834,0,196.9,0.95,1664,"1664.01",,551,2021-09-19,1,2022,66,217,547,545,559,4,,
"abundance","jags_RW","dm_controls","DM",33.806,0,196.9,0.95,1664,"1664.01",,552,2021-09-19,2,2022,66,217,547,545,559,5,,
"abundance","jags_RW","dm_controls","DM",35.03,0,196.9,0.95,1664,"1664.01",,553,2021-09-19,3,2022,66,217,547,545,559,6,,
"abundance","jags_RW","dm_controls","DM",35.669,0,196.9,0.95,1664,"1664.01",,554,2021-09-19,4,2022,66,217,547,545,559,7,,
"abundance","jags_RW","dm_controls","DM",36.454,0,196.9,0.95,1664,"1664.01",,555,2021-09-19,4,2022,66,217,547,545,559,8,,
"abundance","jags_RW","dm_controls","DM",36.821,0,196.9,0.95,1664,"1664.01",,556,2021-09-19,5,2022,66,217,547,545,559,9,,
"abundance","jags_RW","dm_controls","DM",36.703,0,196.9,0.95,1664,"1664.01",,557,2021-09-19,6,2022,66,217,547,545,559,10,,
"abundance","jags_RW","dm_controls","DM",37.142,0,196.9,0.95,1664,"1664.01",,558,2021-09-19,7,2022,66,217,547,545,559,11,,
"abundance","jags_RW","dm_controls","DM",37.379,0,196.9,0.95,1664,"1664.01",,559,2021-09-19,8,2022,66,217,547,545,559,12,,
