"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH",0.95,"exclosures","total",35.8377915489675,17,59,3180,"3180.19",,566,2023-04-13,3,2023,125,217,566,566,578,0,,
"abundance","nbsGARCH",0.95,"exclosures","total",40.7103901071248,15,78,3180,"3180.19",,567,2023-04-13,4,2023,125,217,566,566,578,1,,
"abundance","nbsGARCH",0.95,"exclosures","total",46.3798849717135,15,96,3180,"3180.19",,568,2023-04-13,5,2023,125,217,566,566,578,2,,
"abundance","nbsGARCH",0.95,"exclosures","total",50.8874333304006,14,109,3180,"3180.19",,569,2023-04-13,6,2023,125,217,566,566,578,3,,
"abundance","nbsGARCH",0.95,"exclosures","total",52.2616684383421,13,117,3180,"3180.19",,570,2023-04-13,7,2023,125,217,566,566,578,4,,
"abundance","nbsGARCH",0.95,"exclosures","total",49.4294763507152,13,114,3180,"3180.19",,571,2023-04-13,8,2023,125,217,566,566,578,5,,
"abundance","nbsGARCH",0.95,"exclosures","total",43.5810309449011,10,107,3180,"3180.19",,572,2023-04-13,9,2023,125,217,566,566,578,6,,
"abundance","nbsGARCH",0.95,"exclosures","total",36.7056855471089,8,90,3180,"3180.19",,573,2023-04-13,10,2023,125,217,566,566,578,7,,
"abundance","nbsGARCH",0.95,"exclosures","total",30.7555808891471,6,79,3180,"3180.19",,574,2023-04-13,11,2023,125,217,566,566,578,8,,
"abundance","nbsGARCH",0.95,"exclosures","total",26.7267734474769,4,69,3180,"3180.19",,575,2023-04-13,12,2023,125,217,566,566,578,9,,
"abundance","nbsGARCH",0.95,"exclosures","total",24.8501105320246,3,62,3180,"3180.19",,576,2023-04-13,1,2024,125,217,566,566,578,10,,
"abundance","nbsGARCH",0.95,"exclosures","total",25.1514767175893,4,66,3180,"3180.19",,577,2023-04-13,2,2024,125,217,566,566,578,11,,
"abundance","nbsGARCH",0.95,"exclosures","total",27.510554109877,4,70,3180,"3180.19",,578,2023-04-13,3,2024,125,217,566,566,578,12,,
