"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH",0.95,"dm_controls","DM",25.2484432812209,16,36,2429,"2429.01",,554,2022-04-28,4,2022,92,217,554,554,566,0,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",23.0180329524616,12,35,2429,"2429.01",,555,2022-04-28,4,2022,92,217,554,554,566,1,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",20.6318448331625,9,34,2429,"2429.01",,556,2022-04-28,5,2022,92,217,554,554,566,2,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",18.50798698771,8,31,2429,"2429.01",,557,2022-04-28,6,2022,92,217,554,554,566,3,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",16.8468963731163,6,30,2429,"2429.01",,558,2022-04-28,7,2022,92,217,554,554,566,4,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",15.8595667197647,6,29,2429,"2429.01",,559,2022-04-28,8,2022,92,217,554,554,566,5,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",15.5927168086967,5,29,2429,"2429.01",,560,2022-04-28,9,2022,92,217,554,554,566,6,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",15.946543453525,5,29,2429,"2429.01",,561,2022-04-28,10,2022,92,217,554,554,566,7,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",16.665761368183,5,31,2429,"2429.01",,562,2022-04-28,11,2022,92,217,554,554,566,8,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",17.6284832366138,5,33,2429,"2429.01",,563,2022-04-28,12,2022,92,217,554,554,566,9,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",18.5512267071181,5,34,2429,"2429.01",,564,2022-04-28,1,2023,92,217,554,554,566,10,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",19.0217991825763,6,34,2429,"2429.01",,565,2022-04-28,2,2023,92,217,554,554,566,11,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",18.8023726855849,6,35,2429,"2429.01",,566,2022-04-28,3,2023,92,217,554,554,566,12,,
