"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH",0.95,"dm_controls","DM",13.9703722158275,7,22,2995,"2995.01",,560,2022-10-20,9,2022,117,217,560,560,572,0,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",14.4983785760163,6,24,2995,"2995.01",,561,2022-10-20,10,2022,117,217,560,560,572,1,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",15.5221169138449,6,27,2995,"2995.01",,562,2022-10-20,11,2022,117,217,560,560,572,2,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",16.7722206687529,6,31,2995,"2995.01",,563,2022-10-20,12,2022,117,217,560,560,572,3,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",17.9295988969662,6,33,2995,"2995.01",,564,2022-10-20,1,2023,117,217,560,560,572,4,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",18.6424516644122,6,34,2995,"2995.01",,565,2022-10-20,2,2023,117,217,560,560,572,5,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",18.6894696291857,6,35,2995,"2995.01",,566,2022-10-20,3,2023,117,217,560,560,572,6,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",17.9874119628578,6,32,2995,"2995.01",,567,2022-10-20,4,2023,117,217,560,560,572,7,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",16.8145148563477,5,30,2995,"2995.01",,568,2022-10-20,5,2023,117,217,560,560,572,8,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",15.5158466192624,4,29,2995,"2995.01",,569,2022-10-20,6,2023,117,217,560,560,572,9,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",14.4277394731269,3,28,2995,"2995.01",,570,2022-10-20,7,2023,117,217,560,560,572,10,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",13.7687315359641,4,26,2995,"2995.01",,571,2022-10-20,8,2023,117,217,560,560,572,11,,
"abundance","nbsGARCH",0.95,"dm_controls","DM",13.6440626494533,3,27,2995,"2995.01",,572,2022-10-20,9,2023,117,217,560,560,572,12,,
