"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-05-12",4,2022,"abundance","AutoArima","exclosures","SH",94,0.95,0.142286806887514,-1.46781047514924,1.75238408892427,"2462.18",2462,NA,554,217,555,554,567,-1,NA,NA
"2022-05-12",4,2022,"abundance","AutoArima","exclosures","SH",94,0.95,0.236058572259857,-1.76814685798705,2.24026400250676,"2462.18",2462,NA,555,217,555,554,567,0,NA,NA
"2022-05-12",5,2022,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,556,217,555,554,567,1,NA,NA
"2022-05-12",6,2022,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,557,217,555,554,567,2,NA,NA
"2022-05-12",7,2022,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,558,217,555,554,567,3,NA,NA
"2022-05-12",8,2022,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,559,217,555,554,567,4,NA,NA
"2022-05-12",9,2022,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,560,217,555,554,567,5,NA,NA
"2022-05-12",10,2022,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,561,217,555,554,567,6,NA,NA
"2022-05-12",11,2022,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,562,217,555,554,567,7,NA,NA
"2022-05-12",12,2022,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,563,217,555,554,567,8,NA,NA
"2022-05-12",1,2023,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,564,217,555,554,567,9,NA,NA
"2022-05-12",2,2023,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,565,217,555,554,567,10,NA,NA
"2022-05-12",3,2023,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,566,217,555,554,567,11,NA,NA
"2022-05-12",4,2023,"abundance","AutoArima","exclosures","SH",94,0.95,0.307956206395354,-1.87872276395355,2.49463517674425,"2462.18",2462,NA,567,217,555,554,567,12,NA,NA
