"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-09-29",8,2022,"abundance","nbsGARCH",114,0.95,"all","PE",2.55180071243525,0,8,"2926.9",2926,NA,559,217,560,559,572,-1,NA,NA
"2022-09-29",9,2022,"abundance","nbsGARCH",114,0.95,"all","PE",3.19771123212088,0,11,"2926.9",2926,NA,560,217,560,559,572,0,NA,NA
"2022-09-29",10,2022,"abundance","nbsGARCH",114,0.95,"all","PE",3.93402626634073,0,15,"2926.9",2926,NA,561,217,560,559,572,1,NA,NA
"2022-09-29",11,2022,"abundance","nbsGARCH",114,0.95,"all","PE",4.76833120477514,0,18,"2926.9",2926,NA,562,217,560,559,572,2,NA,NA
"2022-09-29",12,2022,"abundance","nbsGARCH",114,0.95,"all","PE",5.51314615605059,0,23,"2926.9",2926,NA,563,217,560,559,572,3,NA,NA
"2022-09-29",1,2023,"abundance","nbsGARCH",114,0.95,"all","PE",6.24360188658408,0,25,"2926.9",2926,NA,564,217,560,559,572,4,NA,NA
"2022-09-29",2,2023,"abundance","nbsGARCH",114,0.95,"all","PE",6.47272113867904,0,30,"2926.9",2926,NA,565,217,560,559,572,5,NA,NA
"2022-09-29",3,2023,"abundance","nbsGARCH",114,0.95,"all","PE",6.16815809467763,0,25,"2926.9",2926,NA,566,217,560,559,572,6,NA,NA
"2022-09-29",4,2023,"abundance","nbsGARCH",114,0.95,"all","PE",5.71739156573004,0,23,"2926.9",2926,NA,567,217,560,559,572,7,NA,NA
"2022-09-29",5,2023,"abundance","nbsGARCH",114,0.95,"all","PE",5.15172980509798,0,22,"2926.9",2926,NA,568,217,560,559,572,8,NA,NA
"2022-09-29",6,2023,"abundance","nbsGARCH",114,0.95,"all","PE",4.64960216691897,0,19,"2926.9",2926,NA,569,217,560,559,572,9,NA,NA
"2022-09-29",7,2023,"abundance","nbsGARCH",114,0.95,"all","PE",4.31462684992323,0,15,"2926.9",2926,NA,570,217,560,559,572,10,NA,NA
"2022-09-29",8,2023,"abundance","nbsGARCH",114,0.95,"all","PE",4.25168641223028,0,15,"2926.9",2926,NA,571,217,560,559,572,11,NA,NA
"2022-09-29",9,2023,"abundance","nbsGARCH",114,0.95,"all","PE",4.4680583505085,0,16,"2926.9",2926,NA,572,217,560,559,572,12,NA,NA
