"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","NaiveArima","controls","DO",0.95,5,0.920102939844155,9.07989706015584,3035,"3035.03",,565,2023-02-16,2,2023,119,217,564,565,576,1,,
"abundance","NaiveArima","controls","DO",0.95,5,-0.769845755558514,10.7698457555585,3035,"3035.03",,566,2023-02-16,3,2023,119,217,564,565,576,2,,
"abundance","NaiveArima","controls","DO",0.95,5,-2.06658899784082,12.0665889978408,3035,"3035.03",,567,2023-02-16,4,2023,119,217,564,565,576,3,,
"abundance","NaiveArima","controls","DO",0.95,5,-3.15979412031169,13.1597941203117,3035,"3035.03",,568,2023-02-16,5,2023,119,217,564,565,576,4,,
"abundance","NaiveArima","controls","DO",0.95,5,-4.12292716771002,14.12292716771,3035,"3035.03",,569,2023-02-16,6,2023,119,217,564,565,576,5,,
"abundance","NaiveArima","controls","DO",0.95,5,-4.99366600046298,14.993666000463,3035,"3035.03",,570,2023-02-16,7,2023,119,217,564,565,576,6,,
"abundance","NaiveArima","controls","DO",0.95,5,-5.79439299591589,15.7943929959159,3035,"3035.03",,571,2023-02-16,8,2023,119,217,564,565,576,7,,
"abundance","NaiveArima","controls","DO",0.95,5,-6.53969151111703,16.539691511117,3035,"3035.03",,572,2023-02-16,9,2023,119,217,564,565,576,8,,
"abundance","NaiveArima","controls","DO",0.95,5,-7.23969118046753,17.2396911804675,3035,"3035.03",,573,2023-02-16,10,2023,119,217,564,565,576,9,,
"abundance","NaiveArima","controls","DO",0.95,5,-7.90176732911747,17.9017673291175,3035,"3035.03",,574,2023-02-16,11,2023,119,217,564,565,576,10,,
"abundance","NaiveArima","controls","DO",0.95,5,-8.53148773181099,18.531487731811,3035,"3035.03",,575,2023-02-16,12,2023,119,217,564,565,576,11,,
"abundance","NaiveArima","controls","DO",0.95,5,-9.13317799568163,19.1331779956816,3035,"3035.03",,576,2023-02-16,1,2024,119,217,564,565,576,12,,
