"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-05-12",4,2022,"abundance","pevGARCH","controls","RO",94,0.95,0.000623560264878996,0,0,"2483.15",2483,NA,554,217,555,554,567,-1,NA,NA
"2022-05-12",4,2022,"abundance","pevGARCH","controls","RO",94,0.95,0.00175055550255481,0,0,"2483.15",2483,NA,555,217,555,554,567,0,NA,NA
"2022-05-12",5,2022,"abundance","pevGARCH","controls","RO",94,0.95,0.00525848814567297,0,0,"2483.15",2483,NA,556,217,555,554,567,1,NA,NA
"2022-05-12",6,2022,"abundance","pevGARCH","controls","RO",94,0.95,0.00100850221549603,0,0,"2483.15",2483,NA,557,217,555,554,567,2,NA,NA
"2022-05-12",7,2022,"abundance","pevGARCH","controls","RO",94,0.95,0.000645037418999699,0,0,"2483.15",2483,NA,558,217,555,554,567,3,NA,NA
"2022-05-12",8,2022,"abundance","pevGARCH","controls","RO",94,0.95,0.226460206970568,0,1,"2483.15",2483,NA,559,217,555,554,567,4,NA,NA
"2022-05-12",9,2022,"abundance","pevGARCH","controls","RO",94,0.95,0.165177867903063,0,1,"2483.15",2483,NA,560,217,555,554,567,5,NA,NA
"2022-05-12",10,2022,"abundance","pevGARCH","controls","RO",94,0.95,0.168071489622599,0,1,"2483.15",2483,NA,561,217,555,554,567,6,NA,NA
"2022-05-12",11,2022,"abundance","pevGARCH","controls","RO",94,0.95,0.131093280177191,0,1,"2483.15",2483,NA,562,217,555,554,567,7,NA,NA
"2022-05-12",12,2022,"abundance","pevGARCH","controls","RO",94,0.95,0.122618312132979,0,1,"2483.15",2483,NA,563,217,555,554,567,8,NA,NA
"2022-05-12",1,2023,"abundance","pevGARCH","controls","RO",94,0.95,0.108155448342207,0,1,"2483.15",2483,NA,564,217,555,554,567,9,NA,NA
"2022-05-12",2,2023,"abundance","pevGARCH","controls","RO",94,0.95,0.0294229466015536,0,1,"2483.15",2483,NA,565,217,555,554,567,10,NA,NA
"2022-05-12",3,2023,"abundance","pevGARCH","controls","RO",94,0.95,0.00781460740003866,0,0,"2483.15",2483,NA,566,217,555,554,567,11,NA,NA
"2022-05-12",4,2023,"abundance","pevGARCH","controls","RO",94,0.95,0.00278361837436521,0,0,"2483.15",2483,NA,567,217,555,554,567,12,NA,NA
