"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH",0.95,"controls","RO",0.0049074783123657,0,0,3153,"3153.15",,566,2023-04-06,3,2023,124,217,566,566,578,0,,
"abundance","nbGARCH",0.95,"controls","RO",0.00491847156185952,0,0,3153,"3153.15",,567,2023-04-06,4,2023,124,217,566,566,578,1,,
"abundance","nbGARCH",0.95,"controls","RO",0.00358293773546038,0,0,3153,"3153.15",,568,2023-04-06,5,2023,124,217,566,566,578,2,,
"abundance","nbGARCH",0.95,"controls","RO",0.00358076049252588,0,0,3153,"3153.15",,569,2023-04-06,6,2023,124,217,566,566,578,3,,
"abundance","nbGARCH",0.95,"controls","RO",0.00358075694180974,0,0,3153,"3153.15",,570,2023-04-06,7,2023,124,217,566,566,578,4,,
"abundance","nbGARCH",0.95,"controls","RO",0.00358075693601912,0,0,3153,"3153.15",,571,2023-04-06,8,2023,124,217,566,566,578,5,,
"abundance","nbGARCH",0.95,"controls","RO",0.00358075693600967,0,0,3153,"3153.15",,572,2023-04-06,9,2023,124,217,566,566,578,6,,
"abundance","nbGARCH",0.95,"controls","RO",0.00358075693600966,0,0,3153,"3153.15",,573,2023-04-06,10,2023,124,217,566,566,578,7,,
"abundance","nbGARCH",0.95,"controls","RO",0.00260844549698049,0,0,3153,"3153.15",,574,2023-04-06,11,2023,124,217,566,566,578,8,,
"abundance","nbGARCH",0.95,"controls","RO",0.00216622001484966,0,0,3153,"3153.15",,575,2023-04-06,12,2023,124,217,566,566,578,9,,
"abundance","nbGARCH",0.95,"controls","RO",0.00157769087676221,0,0,3153,"3153.15",,576,2023-04-06,1,2024,124,217,566,566,578,10,,
"abundance","nbGARCH",0.95,"controls","RO",0.0026060645648919,0,0,3153,"3153.15",,577,2023-04-06,2,2024,124,217,566,566,578,11,,
"abundance","nbGARCH",0.95,"controls","RO",0.0342395801892845,0,1,3153,"3153.15",,578,2023-04-06,3,2024,124,217,566,566,578,12,,
