"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.507353613385034,0.507353613385034,2962,"2962.04",,559,2022-10-13,8,2022,116,217,560,559,572,-1,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.529804707370509,0.529804707370509,2962,"2962.04",,560,2022-10-13,9,2022,116,217,560,559,572,0,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.551342331849325,0.551342331849325,2962,"2962.04",,561,2022-10-13,10,2022,116,217,560,559,572,1,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.572069668682191,0.572069668682191,2962,"2962.04",,562,2022-10-13,11,2022,116,217,560,559,572,2,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.592071823990343,0.592071823990343,2962,"2962.04",,563,2022-10-13,12,2022,116,217,560,559,572,3,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.611419973259258,0.611419973259258,2962,"2962.04",,564,2022-10-13,1,2023,116,217,560,559,572,4,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.630174358917793,0.630174358917793,2962,"2962.04",,565,2022-10-13,2,2023,116,217,560,559,572,5,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.648386506317453,0.648386506317453,2962,"2962.04",,566,2022-10-13,3,2023,116,217,560,559,572,6,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.666100893642737,0.666100893642737,2962,"2962.04",,567,2022-10-13,4,2023,116,217,560,559,572,7,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.683356231733312,0.683356231733312,2962,"2962.04",,568,2022-10-13,5,2023,116,217,560,559,572,8,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.700186459727588,0.700186459727588,2962,"2962.04",,569,2022-10-13,6,2023,116,217,560,559,572,9,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.716621530044244,0.716621530044244,2962,"2962.04",,570,2022-10-13,7,2023,116,217,560,559,572,10,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.732688034746066,0.732688034746066,2962,"2962.04",,571,2022-10-13,8,2023,116,217,560,559,572,11,,
"abundance","ESSS",0.95,"exclosures","NA",8.91522273323782e-24,-0.74840971078491,0.74840971078491,2962,"2962.04",,572,2022-10-13,9,2023,116,217,560,559,572,12,,
