"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH","controls","DM",10.0466447025968,5,17,0.95,1894,"1894.02",,549,2021-10-28,11,2021,73,217,548,549,560,1,,
"abundance","nbGARCH","controls","DM",10.9507330876642,4,20,0.95,1894,"1894.02",,550,2021-10-28,12,2021,73,217,548,549,560,2,,
"abundance","nbGARCH","controls","DM",11.7204195927178,3,23,0.95,1894,"1894.02",,551,2021-10-28,1,2022,73,217,548,549,560,3,,
"abundance","nbGARCH","controls","DM",12.3674867442334,3,24,0.95,1894,"1894.02",,552,2021-10-28,2,2022,73,217,548,549,560,4,,
"abundance","nbGARCH","controls","DM",12.9034917202291,3,25,0.95,1894,"1894.02",,553,2021-10-28,3,2022,73,217,548,549,560,5,,
"abundance","nbGARCH","controls","DM",13.3412578265062,3,27,0.95,1894,"1894.02",,554,2021-10-28,4,2022,73,217,548,549,560,6,,
"abundance","nbGARCH","controls","DM",13.6929733078919,3,27,0.95,1894,"1894.02",,555,2021-10-28,4,2022,73,217,548,549,560,7,,
"abundance","nbGARCH","controls","DM",13.9696577564167,3,26,0.95,1894,"1894.02",,556,2021-10-28,5,2022,73,217,548,549,560,8,,
"abundance","nbGARCH","controls","DM",14.1809272463853,3,28,0.95,1894,"1894.02",,557,2021-10-28,6,2022,73,217,548,549,560,9,,
"abundance","nbGARCH","controls","DM",14.3733560257572,3,28,0.95,1894,"1894.02",,558,2021-10-28,7,2022,73,217,548,549,560,10,,
"abundance","nbGARCH","controls","DM",14.5320911335663,3,28,0.95,1894,"1894.02",,559,2021-10-28,8,2022,73,217,548,549,560,11,,
"abundance","nbGARCH","controls","DM",14.662816834876,3,28,0.95,1894,"1894.02",,560,2021-10-28,9,2022,73,217,548,549,560,12,,
