"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH","controls","SH",0.15335999618599,0,1,0.95,743,"743.18",,528,2020-04-09,2,2020,31,217,529,528,541,-1,,
"abundance","nbsGARCH","controls","SH",0.171493183321735,0,1,0.95,743,"743.18",,529,2020-04-09,3,2020,31,217,529,528,541,0,,
"abundance","nbsGARCH","controls","SH",0.146076885763943,0,1,0.95,743,"743.18",,530,2020-04-09,4,2020,31,217,529,528,541,1,,
"abundance","nbsGARCH","controls","SH",0.108535239624737,0,1,0.95,743,"743.18",,531,2020-04-09,5,2020,31,217,529,528,541,2,,
"abundance","nbsGARCH","controls","SH",0.0759370260161304,0,1,0.95,743,"743.18",,532,2020-04-09,6,2020,31,217,529,528,541,3,,
"abundance","nbsGARCH","controls","SH",0.0556806756715961,0,1,0.95,743,"743.18",,533,2020-04-09,7,2020,31,217,529,528,541,4,,
"abundance","nbsGARCH","controls","SH",0.0464763230107153,0,1,0.95,743,"743.18",,534,2020-04-09,8,2020,31,217,529,528,541,5,,
"abundance","nbsGARCH","controls","SH",0.0455331606826854,0,1,0.95,743,"743.18",,535,2020-04-09,9,2020,31,217,529,528,541,6,,
"abundance","nbsGARCH","controls","SH",0.0524830380708732,0,1,0.95,743,"743.18",,536,2020-04-09,10,2020,31,217,529,528,541,7,,
"abundance","nbsGARCH","controls","SH",0.0691333599908458,0,1,0.95,743,"743.18",,537,2020-04-09,11,2020,31,217,529,528,541,8,,
"abundance","nbsGARCH","controls","SH",0.0964217166452856,0,1,0.95,743,"743.18",,538,2020-04-09,12,2020,31,217,529,528,541,9,,
"abundance","nbsGARCH","controls","SH",0.13288905806894,0,1,0.95,743,"743.18",,539,2020-04-09,1,2021,31,217,529,528,541,10,,
"abundance","nbsGARCH","controls","SH",0.16548770635807,0,1,0.95,743,"743.18",,540,2020-04-09,2,2021,31,217,529,528,541,11,,
"abundance","nbsGARCH","controls","SH",0.179551044378837,0,1,0.95,743,"743.18",,541,2020-04-09,3,2021,31,217,529,528,541,12,,
