"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-10-13",8,2022,"abundance","pevGARCH","controls","SH",116,0.95,0.0335765281741553,0,1,"2975.17",2975,NA,559,217,560,559,572,-1,NA,NA
"2022-10-13",9,2022,"abundance","pevGARCH","controls","SH",116,0.95,0.0335859242522042,0,1,"2975.17",2975,NA,560,217,560,559,572,0,NA,NA
"2022-10-13",10,2022,"abundance","pevGARCH","controls","SH",116,0.95,0.0345886492391449,0,1,"2975.17",2975,NA,561,217,560,559,572,1,NA,NA
"2022-10-13",11,2022,"abundance","pevGARCH","controls","SH",116,0.95,0.0383781810995302,0,1,"2975.17",2975,NA,562,217,560,559,572,2,NA,NA
"2022-10-13",12,2022,"abundance","pevGARCH","controls","SH",116,0.95,0.0591951835655923,0,1,"2975.17",2975,NA,563,217,560,559,572,3,NA,NA
"2022-10-13",1,2023,"abundance","pevGARCH","controls","SH",116,0.95,0.0698052161964464,0,1,"2975.17",2975,NA,564,217,560,559,572,4,NA,NA
"2022-10-13",2,2023,"abundance","pevGARCH","controls","SH",116,0.95,0.548384419480443,0,2,"2975.17",2975,NA,565,217,560,559,572,5,NA,NA
"2022-10-13",3,2023,"abundance","pevGARCH","controls","SH",116,0.95,0.138972573091864,0,1,"2975.17",2975,NA,566,217,560,559,572,6,NA,NA
"2022-10-13",4,2023,"abundance","pevGARCH","controls","SH",116,0.95,0.048700137250273,0,1,"2975.17",2975,NA,567,217,560,559,572,7,NA,NA
"2022-10-13",5,2023,"abundance","pevGARCH","controls","SH",116,0.95,0.0431779053223644,0,1,"2975.17",2975,NA,568,217,560,559,572,8,NA,NA
"2022-10-13",6,2023,"abundance","pevGARCH","controls","SH",116,0.95,0.0383522382681642,0,1,"2975.17",2975,NA,569,217,560,559,572,9,NA,NA
"2022-10-13",7,2023,"abundance","pevGARCH","controls","SH",116,0.95,0.0350940179173315,0,1,"2975.17",2975,NA,570,217,560,559,572,10,NA,NA
"2022-10-13",8,2023,"abundance","pevGARCH","controls","SH",116,0.95,0.0351070731902253,0,1,"2975.17",2975,NA,571,217,560,559,572,11,NA,NA
"2022-10-13",9,2023,"abundance","pevGARCH","controls","SH",116,0.95,0.0351078067961255,0,1,"2975.17",2975,NA,572,217,560,559,572,12,NA,NA
