"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","NaiveArima","controls","PE",0.95,1,-0.740673070628599,2.7406730706286,2341,"2341.09",,552,2022-04-07,1,2022,89,217,554,552,566,-2,,
"abundance","NaiveArima","controls","PE",0.95,1,-1.46168346414058,3.46168346414058,2341,"2341.09",,553,2022-04-07,3,2022,89,217,554,552,566,-1,,
"abundance","NaiveArima","controls","PE",0.95,1,-2.01493419769566,4.01493419769566,2341,"2341.09",,554,2022-04-07,4,2022,89,217,554,552,566,0,,
"abundance","NaiveArima","controls","PE",0.95,1,-2.4813461412572,4.4813461412572,2341,"2341.09",,555,2022-04-07,4,2022,89,217,554,552,566,1,,
"abundance","NaiveArima","controls","PE",0.95,1,-2.89226331252884,4.89226331252884,2341,"2341.09",,556,2022-04-07,5,2022,89,217,554,552,566,2,,
"abundance","NaiveArima","controls","PE",0.95,1,-3.26376083204365,5.26376083204365,2341,"2341.09",,557,2022-04-07,6,2022,89,217,554,552,566,3,,
"abundance","NaiveArima","controls","PE",0.95,1,-3.60538805875044,5.60538805875044,2341,"2341.09",,558,2022-04-07,7,2022,89,217,554,552,566,4,,
"abundance","NaiveArima","controls","PE",0.95,1,-3.92336692828117,5.92336692828117,2341,"2341.09",,559,2022-04-07,8,2022,89,217,554,552,566,5,,
"abundance","NaiveArima","controls","PE",0.95,1,-4.2220192118858,6.2220192118858,2341,"2341.09",,560,2022-04-07,9,2022,89,217,554,552,566,6,,
"abundance","NaiveArima","controls","PE",0.95,1,-4.50449156490551,6.50449156490551,2341,"2341.09",,561,2022-04-07,10,2022,89,217,554,552,566,7,,
"abundance","NaiveArima","controls","PE",0.95,1,-4.77315945795087,6.77315945795087,2341,"2341.09",,562,2022-04-07,11,2022,89,217,554,552,566,8,,
"abundance","NaiveArima","controls","PE",0.95,1,-5.02986839539132,7.02986839539132,2341,"2341.09",,563,2022-04-07,12,2022,89,217,554,552,566,9,,
"abundance","NaiveArima","controls","PE",0.95,1,-5.27608600997076,7.27608600997076,2341,"2341.09",,564,2022-04-07,1,2023,89,217,554,552,566,10,,
"abundance","NaiveArima","controls","PE",0.95,1,-5.51300225267598,7.51300225267598,2341,"2341.09",,565,2022-04-07,2,2023,89,217,554,552,566,11,,
"abundance","NaiveArima","controls","PE",0.95,1,-5.74159781373629,7.74159781373629,2341,"2341.09",,566,2022-04-07,3,2023,89,217,554,552,566,12,,
