"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH","exclosures","PP",1.10428959936531,0,4,0.95,1257,"1257.14",,528,2020-09-17,2,2020,50,217,534,528,546,-6,,
"abundance","nbsGARCH","exclosures","PP",2.5872317727746,0,9,0.95,1257,"1257.14",,529,2020-09-17,3,2020,50,217,534,528,546,-5,,
"abundance","nbsGARCH","exclosures","PP",5.01521087530717,0,18,0.95,1257,"1257.14",,530,2020-09-17,4,2020,50,217,534,528,546,-4,,
"abundance","nbsGARCH","exclosures","PP",8.37923156835156,0,28,0.95,1257,"1257.14",,531,2020-09-17,5,2020,50,217,534,528,546,-3,,
"abundance","nbsGARCH","exclosures","PP",12.2362548815377,0,44,0.95,1257,"1257.14",,532,2020-09-17,6,2020,50,217,534,528,546,-2,,
"abundance","nbsGARCH","exclosures","PP",14.8939314691313,0,52,0.95,1257,"1257.14",,533,2020-09-17,7,2020,50,217,534,528,546,-1,,
"abundance","nbsGARCH","exclosures","PP",14.7901610190689,0,51,0.95,1257,"1257.14",,534,2020-09-17,8,2020,50,217,534,528,546,0,,
"abundance","nbsGARCH","exclosures","PP",12.0586249081227,0,47,0.95,1257,"1257.14",,535,2020-09-17,9,2020,50,217,534,528,546,1,,
"abundance","nbsGARCH","exclosures","PP",8.65394865274665,0,32,0.95,1257,"1257.14",,536,2020-09-17,10,2020,50,217,534,528,546,2,,
"abundance","nbsGARCH","exclosures","PP",5.85573202428705,0,21,0.95,1257,"1257.14",,537,2020-09-17,11,2020,50,217,534,528,546,3,,
"abundance","nbsGARCH","exclosures","PP",4.12545095735001,0,15,0.95,1257,"1257.14",,538,2020-09-17,12,2020,50,217,534,528,546,4,,
"abundance","nbsGARCH","exclosures","PP",3.54272396500642,0,13,0.95,1257,"1257.14",,539,2020-09-17,1,2021,50,217,534,528,546,5,,
"abundance","nbsGARCH","exclosures","PP",3.76945493858083,0,13,0.95,1257,"1257.14",,540,2020-09-17,2,2021,50,217,534,528,546,6,,
"abundance","nbsGARCH","exclosures","PP",4.93163227189557,0,18,0.95,1257,"1257.14",,541,2020-09-17,3,2021,50,217,534,528,546,7,,
"abundance","nbsGARCH","exclosures","PP",7.24536585230036,0,24,0.95,1257,"1257.14",,542,2020-09-17,4,2021,50,217,534,528,546,8,,
"abundance","nbsGARCH","exclosures","PP",10.9800188694344,0,37,0.95,1257,"1257.14",,543,2020-09-17,5,2021,50,217,534,528,546,9,,
"abundance","nbsGARCH","exclosures","PP",15.6792797583956,0,47,0.95,1257,"1257.14",,544,2020-09-17,6,2021,50,217,534,528,546,10,,
"abundance","nbsGARCH","exclosures","PP",19.4449291487917,0,68,0.95,1257,"1257.14",,545,2020-09-17,7,2021,50,217,534,528,546,11,,
"abundance","nbsGARCH","exclosures","PP",19.9382104432723,0,68,0.95,1257,"1257.14",,546,2020-09-17,8,2021,50,217,534,528,546,12,,
