"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2023-03-09",3,2023,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.190458592091651,0,1,"3108.16",3108,NA,566,217,565,566,577,1,NA,NA
"2023-03-09",4,2023,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.22610775882505,0,2,"3108.16",3108,NA,567,217,565,566,577,2,NA,NA
"2023-03-09",5,2023,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.232769899273065,0,2,"3108.16",3108,NA,568,217,565,566,577,3,NA,NA
"2023-03-09",6,2023,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.234014581610227,0,2,"3108.16",3108,NA,569,217,565,566,577,4,NA,NA
"2023-03-09",7,2023,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.234247112778736,0,2,"3108.16",3108,NA,570,217,565,566,577,5,NA,NA
"2023-03-09",8,2023,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.234290553767575,0,2,"3108.16",3108,NA,571,217,565,566,577,6,NA,NA
"2023-03-09",9,2023,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.234298669308304,0,2,"3108.16",3108,NA,572,217,565,566,577,7,NA,NA
"2023-03-09",10,2023,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.234300185433542,0,2,"3108.16",3108,NA,573,217,565,566,577,8,NA,NA
"2023-03-09",11,2023,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.23430046867229,0,2,"3108.16",3108,NA,574,217,565,566,577,9,NA,NA
"2023-03-09",12,2023,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.234300521586249,0,2,"3108.16",3108,NA,575,217,565,566,577,10,NA,NA
"2023-03-09",1,2024,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.234300531471503,0,2,"3108.16",3108,NA,576,217,565,566,577,11,NA,NA
"2023-03-09",2,2024,"abundance","nbGARCH",122,0.95,"exclosures","SF",0.234300533318241,0,2,"3108.16",3108,NA,577,217,565,566,577,12,NA,NA
