"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","controls","PL",0.0162843144594445,-0.227666255884206,0.260234884803095,0.95,941,"941.12",,528,2020-07-02,2,2020,39,217,532,528,544,-4,,
"abundance","AutoArima","controls","PL",0.0160148478362354,-0.227969119966032,0.259998815638502,0.95,941,"941.12",,529,2020-07-02,3,2020,39,217,532,528,544,-3,,
"abundance","AutoArima","controls","PL",0.0157446357683036,-0.228272909901966,0.259762181438574,0.95,941,"941.12",,530,2020-07-02,4,2020,39,217,532,528,544,-2,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,531,2020-07-02,5,2020,39,217,532,528,544,-1,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,532,2020-07-02,6,2020,39,217,532,528,544,0,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,533,2020-07-02,7,2020,39,217,532,528,544,1,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,534,2020-07-02,8,2020,39,217,532,528,544,2,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,535,2020-07-02,9,2020,39,217,532,528,544,3,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,536,2020-07-02,10,2020,39,217,532,528,544,4,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,537,2020-07-02,11,2020,39,217,532,528,544,5,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,538,2020-07-02,12,2020,39,217,532,528,544,6,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,539,2020-07-02,1,2021,39,217,532,528,544,7,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,540,2020-07-02,2,2021,39,217,532,528,544,8,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,541,2020-07-02,3,2021,39,217,532,528,544,9,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,542,2020-07-02,4,2021,39,217,532,528,544,10,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,543,2020-07-02,5,2021,39,217,532,528,544,11,,
"abundance","AutoArima","controls","PL",0.0155662403266727,-0.228465939516201,0.259598420169546,0.95,941,"941.12",,544,2020-07-02,6,2021,39,217,532,528,544,12,,
