"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","exclosures","DO",0.95,0.143833962081225,0,1,2778,"2778.03",,558,2022-08-11,7,2022,107,217,558,558,570,0,,
"abundance","pevGARCH","exclosures","DO",0.95,0.161930087419581,0,1,2778,"2778.03",,559,2022-08-11,8,2022,107,217,558,558,570,1,,
"abundance","pevGARCH","exclosures","DO",0.95,0.215718275303124,0,2,2778,"2778.03",,560,2022-08-11,9,2022,107,217,558,558,570,2,,
"abundance","pevGARCH","exclosures","DO",0.95,0.308007380490118,0,2,2778,"2778.03",,561,2022-08-11,10,2022,107,217,558,558,570,3,,
"abundance","pevGARCH","exclosures","DO",0.95,0.442650829113725,0,2,2778,"2778.03",,562,2022-08-11,11,2022,107,217,558,558,570,4,,
"abundance","pevGARCH","exclosures","DO",0.95,0.628298882978182,0,3,2778,"2778.03",,563,2022-08-11,12,2022,107,217,558,558,570,5,,
"abundance","pevGARCH","exclosures","DO",0.95,0.787048769705866,0,3,2778,"2778.03",,564,2022-08-11,1,2023,107,217,558,558,570,6,,
"abundance","pevGARCH","exclosures","DO",0.95,0.604890243112407,0,3,2778,"2778.03",,565,2022-08-11,2,2023,107,217,558,558,570,7,,
"abundance","pevGARCH","exclosures","DO",0.95,0.469758900099453,0,2,2778,"2778.03",,566,2022-08-11,3,2023,107,217,558,558,570,8,,
"abundance","pevGARCH","exclosures","DO",0.95,0.237183008872781,0,1,2778,"2778.03",,567,2022-08-11,4,2023,107,217,558,558,570,9,,
"abundance","pevGARCH","exclosures","DO",0.95,0.150584863281929,0,1,2778,"2778.03",,568,2022-08-11,5,2023,107,217,558,558,570,10,,
"abundance","pevGARCH","exclosures","DO",0.95,0.117020072456206,0,1,2778,"2778.03",,569,2022-08-11,6,2023,107,217,558,558,570,11,,
"abundance","pevGARCH","exclosures","DO",0.95,0.0980859997244284,0,1,2778,"2778.03",,570,2022-08-11,7,2023,107,217,558,558,570,12,,
