"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS","dm_controls","DM",17.8416377869001,10.6835526165362,24.9997229572639,0.95,1968,"1968.01",,551,2021-12-23,1,2022,76,217,550,551,562,1,,
"abundance","ESSS","dm_controls","DM",17.8416377869001,8.86488208018315,26.818393493617,0.95,1968,"1968.01",,552,2021-12-23,2,2022,76,217,550,551,562,2,,
"abundance","ESSS","dm_controls","DM",17.8416377869001,7.35707281118617,28.326202762614,0.95,1968,"1968.01",,553,2021-12-23,3,2022,76,217,550,551,562,3,,
"abundance","ESSS","dm_controls","DM",17.8416377869001,6.04036402336682,29.6429115504333,0.95,1968,"1968.01",,554,2021-12-23,4,2022,76,217,550,551,562,4,,
"abundance","ESSS","dm_controls","DM",17.8416377869001,4.85649157464085,30.8267839991593,0.95,1968,"1968.01",,555,2021-12-23,4,2022,76,217,550,551,562,5,,
"abundance","ESSS","dm_controls","DM",17.8416377869001,3.77188363604008,31.91139193776,0.95,1968,"1968.01",,556,2021-12-23,5,2022,76,217,550,551,562,6,,
"abundance","ESSS","dm_controls","DM",17.8416377869001,2.76510166027159,32.9181739135285,0.95,1968,"1968.01",,557,2021-12-23,6,2022,76,217,550,551,562,7,,
"abundance","ESSS","dm_controls","DM",17.8416377869001,1.82146608715149,33.8618094866486,0.95,1968,"1968.01",,558,2021-12-23,7,2022,76,217,550,551,562,8,,
"abundance","ESSS","dm_controls","DM",17.8416377869001,0.930403030049312,34.7528725437508,0.95,1968,"1968.01",,559,2021-12-23,8,2022,76,217,550,551,562,9,,
"abundance","ESSS","dm_controls","DM",17.8416377869001,0.0839965946355719,35.5992789791646,0.95,1968,"1968.01",,560,2021-12-23,9,2022,76,217,550,551,562,10,,
"abundance","ESSS","dm_controls","DM",17.8416377869001,-0.723861948498943,36.4071375222991,0.95,1968,"1968.01",,561,2021-12-23,10,2022,76,217,550,551,562,11,,
"abundance","ESSS","dm_controls","DM",17.8416377869001,-1.49800388860655,37.1812794624067,0.95,1968,"1968.01",,562,2021-12-23,11,2022,76,217,550,551,562,12,,
