"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH","all","OL",0.720469896695334,0,5,0.95,532,"532.06",,528,2020-02-13,2,2020,23,217,527,528,539,1,,
"abundance","nbsGARCH","all","OL",1.14372280433843,0,8,0.95,532,"532.06",,529,2020-02-13,3,2020,23,217,527,528,539,2,,
"abundance","nbsGARCH","all","OL",1.36315381110853,0,9,0.95,532,"532.06",,530,2020-02-13,4,2020,23,217,527,528,539,3,,
"abundance","nbsGARCH","all","OL",1.43029641677968,0,10,0.95,532,"532.06",,531,2020-02-13,5,2020,23,217,527,528,539,4,,
"abundance","nbsGARCH","all","OL",1.42938337829833,0,8,0.95,532,"532.06",,532,2020-02-13,6,2020,23,217,527,528,539,5,,
"abundance","nbsGARCH","all","OL",1.42689337181848,0,10,0.95,532,"532.06",,533,2020-02-13,7,2020,23,217,527,528,539,6,,
"abundance","nbsGARCH","all","OL",1.42515381342658,0,10,0.95,532,"532.06",,534,2020-02-13,8,2020,23,217,527,528,539,7,,
"abundance","nbsGARCH","all","OL",1.51700677536011,0,10,0.95,532,"532.06",,535,2020-02-13,9,2020,23,217,527,528,539,8,,
"abundance","nbsGARCH","all","OL",1.64823900520414,0,12,0.95,532,"532.06",,536,2020-02-13,10,2020,23,217,527,528,539,9,,
"abundance","nbsGARCH","all","OL",1.81011108217881,0,13,0.95,532,"532.06",,537,2020-02-13,11,2020,23,217,527,528,539,10,,
"abundance","nbsGARCH","all","OL",1.97087859781888,0,13,0.95,532,"532.06",,538,2020-02-13,12,2020,23,217,527,528,539,11,,
"abundance","nbsGARCH","all","OL",2.0905239997052,0,13,0.95,532,"532.06",,539,2020-02-13,1,2021,23,217,527,528,539,12,,
