"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","dm_controls","DM",0.95,12.8460655829469,6,20,2911,"2911.01",,559,2022-09-22,8,2022,113,217,559,559,571,0,,
"abundance","pevGARCH","dm_controls","DM",0.95,13.119523706774,6,23,2911,"2911.01",,560,2022-09-22,9,2022,113,217,559,559,571,1,,
"abundance","pevGARCH","dm_controls","DM",0.95,13.905683805653,5,26,2911,"2911.01",,561,2022-09-22,10,2022,113,217,559,559,571,2,,
"abundance","pevGARCH","dm_controls","DM",0.95,14.9190111842057,5,28,2911,"2911.01",,562,2022-09-22,11,2022,113,217,559,559,571,3,,
"abundance","pevGARCH","dm_controls","DM",0.95,16.0094417117435,6,30,2911,"2911.01",,563,2022-09-22,12,2022,113,217,559,559,571,4,,
"abundance","pevGARCH","dm_controls","DM",0.95,16.9753799314592,6,32,2911,"2911.01",,564,2022-09-22,1,2023,113,217,559,559,571,5,,
"abundance","pevGARCH","dm_controls","DM",0.95,17.4633290396614,6,34,2911,"2911.01",,565,2022-09-22,2,2023,113,217,559,559,571,6,,
"abundance","pevGARCH","dm_controls","DM",0.95,17.1774599731621,5,32,2911,"2911.01",,566,2022-09-22,3,2023,113,217,559,559,571,7,,
"abundance","pevGARCH","dm_controls","DM",0.95,16.2983976913197,5,32,2911,"2911.01",,567,2022-09-22,4,2023,113,217,559,559,571,8,,
"abundance","pevGARCH","dm_controls","DM",0.95,15.3207247514638,5,29,2911,"2911.01",,568,2022-09-22,5,2023,113,217,559,559,571,9,,
"abundance","pevGARCH","dm_controls","DM",0.95,14.5568975662959,3,28,2911,"2911.01",,569,2022-09-22,6,2023,113,217,559,559,571,10,,
"abundance","pevGARCH","dm_controls","DM",0.95,14.0610299050674,3,27,2911,"2911.01",,570,2022-09-22,7,2023,113,217,559,559,571,11,,
"abundance","pevGARCH","dm_controls","DM",0.95,13.6907286601627,3,27,2911,"2911.01",,571,2022-09-22,8,2023,113,217,559,559,571,12,,
