"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","NaiveArima","controls","DM",19,10.7120572672854,27.2879427327146,0.95,2030,"2030.02",,551,2022-01-06,1,2022,78,217,551,551,563,0,,
"abundance","NaiveArima","controls","DM",19,7.27907898322353,30.7209210167765,0.95,2030,"2030.02",,552,2022-01-06,2,2022,78,217,551,551,563,1,,
"abundance","NaiveArima","controls","DM",19,4.64486209671713,33.3551379032829,0.95,2030,"2030.02",,553,2022-01-06,3,2022,78,217,551,551,563,2,,
"abundance","NaiveArima","controls","DM",19,2.42411453457087,35.5758854654291,0.95,2030,"2030.02",,554,2022-01-06,4,2022,78,217,551,551,563,3,,
"abundance","NaiveArima","controls","DM",19,0.467596656024863,37.5324033439751,0.95,2030,"2030.02",,555,2022-01-06,4,2022,78,217,551,551,563,4,,
"abundance","NaiveArima","controls","DM",19,-1.30123071255871,39.3012307125587,0.95,2030,"2030.02",,556,2022-01-06,5,2022,78,217,551,551,563,5,,
"abundance","NaiveArima","controls","DM",19,-2.92783535110781,40.9278353511078,0.95,2030,"2030.02",,557,2022-01-06,6,2022,78,217,551,551,563,6,,
"abundance","NaiveArima","controls","DM",19,-4.44184203355294,42.4418420335529,0.95,2030,"2030.02",,558,2022-01-06,7,2022,78,217,551,551,563,7,,
"abundance","NaiveArima","controls","DM",19,-5.86382819814369,43.8638281981437,0.95,2030,"2030.02",,559,2022-01-06,8,2022,78,217,551,551,563,8,,
"abundance","NaiveArima","controls","DM",19,-7.20877615241814,45.2087761524181,0.95,2030,"2030.02",,560,2022-01-06,9,2022,78,217,551,551,563,9,,
"abundance","NaiveArima","controls","DM",19,-8.487996328367,46.487996328367,0.95,2030,"2030.02",,561,2022-01-06,10,2022,78,217,551,551,563,10,,
"abundance","NaiveArima","controls","DM",19,-9.71027580656574,47.7102758065657,0.95,2030,"2030.02",,562,2022-01-06,11,2022,78,217,551,551,563,11,,
"abundance","NaiveArima","controls","DM",19,-10.8826024909115,48.8826024909115,0.95,2030,"2030.02",,563,2022-01-06,12,2022,78,217,551,551,563,12,,
