"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","NaiveArima","exclosures","PM",0.95,0,-1.71018918738976,1.71018918738976,2498,"2498.13",,555,2022-05-19,4,2022,95,217,555,555,567,0,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-2.41857274303042,2.41857274303042,2498,"2498.13",,556,2022-05-19,5,2022,95,217,555,555,567,1,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-2.96213456311399,2.96213456311399,2498,"2498.13",,557,2022-05-19,6,2022,95,217,555,555,567,2,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-3.42037837477952,3.42037837477952,2498,"2498.13",,558,2022-05-19,7,2022,95,217,555,555,567,3,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-3.82409927738863,3.82409927738863,2498,"2498.13",,559,2022-05-19,8,2022,95,217,555,555,567,4,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-4.18909087272991,4.18909087272991,2498,"2498.13",,560,2022-05-19,9,2022,95,217,555,555,567,5,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-4.52473528470494,4.52473528470494,2498,"2498.13",,561,2022-05-19,10,2022,95,217,555,555,567,6,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-4.83714548606084,4.83714548606084,2498,"2498.13",,562,2022-05-19,11,2022,95,217,555,555,567,7,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-5.13056756216928,5.13056756216928,2498,"2498.13",,563,2022-05-19,12,2022,95,217,555,555,567,8,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-5.40809306194415,5.40809306194415,2498,"2498.13",,564,2022-05-19,1,2023,95,217,555,555,567,9,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-5.67205585509463,5.67205585509463,2498,"2498.13",,565,2022-05-19,2,2023,95,217,555,555,567,10,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-5.92426912622799,5.92426912622799,2498,"2498.13",,566,2022-05-19,3,2023,95,217,555,555,567,11,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-6.16617480587787,6.16617480587787,2498,"2498.13",,567,2022-05-19,4,2023,95,217,555,555,567,12,,
