"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","exclosures","SF",0.95,0.150162713249319,-1.69128557636019,1.99161100285883,2958,"2958.18",,559,2022-10-13,8,2022,116,217,560,559,572,-1,,
"abundance","AutoArima","exclosures","SF",0.95,0.278413434773379,-2.14837286525735,2.70519973480411,2958,"2958.18",,560,2022-10-13,9,2022,116,217,560,559,572,0,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,561,2022-10-13,10,2022,116,217,560,559,572,1,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,562,2022-10-13,11,2022,116,217,560,559,572,2,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,563,2022-10-13,12,2022,116,217,560,559,572,3,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,564,2022-10-13,1,2023,116,217,560,559,572,4,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,565,2022-10-13,2,2023,116,217,560,559,572,5,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,566,2022-10-13,3,2023,116,217,560,559,572,6,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,567,2022-10-13,4,2023,116,217,560,559,572,7,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,568,2022-10-13,5,2023,116,217,560,559,572,8,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,569,2022-10-13,6,2023,116,217,560,559,572,9,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,570,2022-10-13,7,2023,116,217,560,559,572,10,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,571,2022-10-13,8,2023,116,217,560,559,572,11,,
"abundance","AutoArima","exclosures","SF",0.95,0.325532625531054,-2.23082070861946,2.88188595968157,2958,"2958.18",,572,2022-10-13,9,2023,116,217,560,559,572,12,,
