"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_id","cast_group","confidence_level","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-03-10",1,2022,"abundance","jags_RW","dm_controls","DM",19.958,12.176,28.854,"2226.1",85,0.95,2226,NA,552,217,553,552,565,-1,NA,NA
"2022-03-10",3,2022,"abundance","jags_RW","dm_controls","DM",33.043,0.184,117.319,"2226.1",85,0.95,2226,NA,553,217,553,552,565,0,NA,NA
"2022-03-10",4,2022,"abundance","jags_RW","dm_controls","DM",42.864,1.533,196.9,"2226.1",85,0.95,2226,NA,554,217,553,552,565,1,NA,NA
"2022-03-10",4,2022,"abundance","jags_RW","dm_controls","DM",49.063,0.846,196.9,"2226.1",85,0.95,2226,NA,555,217,553,552,565,2,NA,NA
"2022-03-10",5,2022,"abundance","jags_RW","dm_controls","DM",51.901,0.479,196.9,"2226.1",85,0.95,2226,NA,556,217,553,552,565,3,NA,NA
"2022-03-10",6,2022,"abundance","jags_RW","dm_controls","DM",52.897,0.274,196.9,"2226.1",85,0.95,2226,NA,557,217,553,552,565,4,NA,NA
"2022-03-10",7,2022,"abundance","jags_RW","dm_controls","DM",52.9,0.161,196.9,"2226.1",85,0.95,2226,NA,558,217,553,552,565,5,NA,NA
"2022-03-10",8,2022,"abundance","jags_RW","dm_controls","DM",52.556,0.077,196.9,"2226.1",85,0.95,2226,NA,559,217,553,552,565,6,NA,NA
"2022-03-10",9,2022,"abundance","jags_RW","dm_controls","DM",52.19,0.037,196.9,"2226.1",85,0.95,2226,NA,560,217,553,552,565,7,NA,NA
"2022-03-10",10,2022,"abundance","jags_RW","dm_controls","DM",51.855,0,196.9,"2226.1",85,0.95,2226,NA,561,217,553,552,565,8,NA,NA
"2022-03-10",11,2022,"abundance","jags_RW","dm_controls","DM",51.119,0,196.9,"2226.1",85,0.95,2226,NA,562,217,553,552,565,9,NA,NA
"2022-03-10",12,2022,"abundance","jags_RW","dm_controls","DM",50.408,0,196.9,"2226.1",85,0.95,2226,NA,563,217,553,552,565,10,NA,NA
"2022-03-10",1,2023,"abundance","jags_RW","dm_controls","DM",49.724,0,196.9,"2226.1",85,0.95,2226,NA,564,217,553,552,565,11,NA,NA
"2022-03-10",2,2023,"abundance","jags_RW","dm_controls","DM",49.301,0,196.9,"2226.1",85,0.95,2226,NA,565,217,553,552,565,12,NA,NA
