"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","all","SO",0.95,0.0112481236587809,-0.348594573864477,0.371090821182038,2846,"2846.22",,559,2022-09-08,8,2022,111,217,559,559,571,0,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,560,2022-09-08,9,2022,111,217,559,559,571,1,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,561,2022-09-08,10,2022,111,217,559,559,571,2,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,562,2022-09-08,11,2022,111,217,559,559,571,3,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,563,2022-09-08,12,2022,111,217,559,559,571,4,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,564,2022-09-08,1,2023,111,217,559,559,571,5,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,565,2022-09-08,2,2023,111,217,559,559,571,6,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,566,2022-09-08,3,2023,111,217,559,559,571,7,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,567,2022-09-08,4,2023,111,217,559,559,571,8,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,568,2022-09-08,5,2023,111,217,559,559,571,9,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,569,2022-09-08,6,2023,111,217,559,559,571,10,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,570,2022-09-08,7,2023,111,217,559,559,571,11,,
"abundance","AutoArima","all","SO",0.95,0.0112056019831774,-0.348639666848281,0.371050870814636,2846,"2846.22",,571,2022-09-08,8,2023,111,217,559,559,571,12,,
