"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","dm_controls","DM",0.95,13.834227022286,5.99665458162891,21.6717994629432,2981,"2981.01",,560,2022-10-20,9,2022,117,217,560,560,572,0,,
"abundance","AutoArima","dm_controls","DM",0.95,14.073037743651,4.99844702745164,23.1476284598503,2981,"2981.01",,561,2022-10-20,10,2022,117,217,560,560,572,1,,
"abundance","AutoArima","dm_controls","DM",0.95,14.2170103155093,3.98311009821438,24.4509105328043,2981,"2981.01",,562,2022-10-20,11,2022,117,217,560,560,572,2,,
"abundance","AutoArima","dm_controls","DM",0.95,14.3603239811594,3.38631346075189,25.3343345015668,2981,"2981.01",,563,2022-10-20,12,2022,117,217,560,560,572,3,,
"abundance","AutoArima","dm_controls","DM",0.95,14.4673749628684,2.98082581021409,25.9539241155227,2981,"2981.01",,564,2022-10-20,1,2023,117,217,560,560,572,4,,
"abundance","AutoArima","dm_controls","DM",0.95,14.5679838997068,2.73224263942148,26.4037251599922,2981,"2981.01",,565,2022-10-20,2,2023,117,217,560,560,572,5,,
"abundance","AutoArima","dm_controls","DM",0.95,14.6465868186755,2.56290542385188,26.7302682134991,2981,"2981.01",,566,2022-10-20,3,2023,117,217,560,560,572,6,,
"abundance","AutoArima","dm_controls","DM",0.95,14.7177931089956,2.46075929276521,26.974826925226,2981,"2981.01",,567,2022-10-20,4,2023,117,217,560,560,572,7,,
"abundance","AutoArima","dm_controls","DM",0.95,14.7750621019019,2.39388467204264,27.1562395317611,2981,"2981.01",,568,2022-10-20,5,2023,117,217,560,560,572,8,,
"abundance","AutoArima","dm_controls","DM",0.95,14.8257323104491,2.3566595728021,27.2948050480961,2981,"2981.01",,569,2022-10-20,6,2023,117,217,560,560,572,9,,
"abundance","AutoArima","dm_controls","DM",0.95,14.8672554848373,2.33504036422527,27.3994706054494,2981,"2981.01",,570,2022-10-20,7,2023,117,217,560,560,572,10,,
"abundance","AutoArima","dm_controls","DM",0.95,14.9034411053798,2.32622324089835,27.4806589698613,2981,"2981.01",,571,2022-10-20,8,2023,117,217,560,560,572,11,,
"abundance","AutoArima","dm_controls","DM",0.95,14.9334552412678,2.32387334043666,27.5430371420989,2981,"2981.01",,572,2022-10-20,9,2023,117,217,560,560,572,12,,
