"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-10-20",9,2022,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836127612771,0.15550589267208,"2984.14",2984,NA,560,217,560,560,572,0,NA,NA
"2022-10-20",10,2022,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836128361129,0.155505893420438,"2984.14",2984,NA,561,217,560,560,572,1,NA,NA
"2022-10-20",11,2022,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836129109487,0.155505894168796,"2984.14",2984,NA,562,217,560,560,572,2,NA,NA
"2022-10-20",12,2022,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836129857845,0.155505894917154,"2984.14",2984,NA,563,217,560,560,572,3,NA,NA
"2022-10-20",1,2023,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836130606203,0.155505895665512,"2984.14",2984,NA,564,217,560,560,572,4,NA,NA
"2022-10-20",2,2023,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836131354561,0.15550589641387,"2984.14",2984,NA,565,217,560,560,572,5,NA,NA
"2022-10-20",3,2023,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836132102919,0.155505897162228,"2984.14",2984,NA,566,217,560,560,572,6,NA,NA
"2022-10-20",4,2023,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836132851277,0.155505897910586,"2984.14",2984,NA,567,217,560,560,572,7,NA,NA
"2022-10-20",5,2023,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836133599635,0.155505898658944,"2984.14",2984,NA,568,217,560,560,572,8,NA,NA
"2022-10-20",6,2023,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836134347993,0.155505899407302,"2984.14",2984,NA,569,217,560,560,572,9,NA,NA
"2022-10-20",7,2023,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836135096351,0.15550590015566,"2984.14",2984,NA,570,217,560,560,572,10,NA,NA
"2022-10-20",8,2023,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836135844709,0.155505900904018,"2984.14",2984,NA,571,217,560,560,572,11,NA,NA
"2022-10-20",9,2023,"abundance","ESSS",117,0.95,"exclosures","RF",0.00583488252965459,-0.143836136593067,0.155505901652376,"2984.14",2984,NA,572,217,560,560,572,12,NA,NA
