"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH",0.95,"all","DO",18.2711342847152,7,32,2400,"2400.03",,552,2022-04-21,1,2022,91,217,554,552,566,-2,,
"abundance","nbsGARCH",0.95,"all","DO",20.0160685857407,5,41,2400,"2400.03",,553,2022-04-21,3,2022,91,217,554,552,566,-1,,
"abundance","nbsGARCH",0.95,"all","DO",20.4557789527945,4,49,2400,"2400.03",,554,2022-04-21,4,2022,91,217,554,552,566,0,,
"abundance","nbsGARCH",0.95,"all","DO",19.3535289323711,3,46,2400,"2400.03",,555,2022-04-21,4,2022,91,217,554,552,566,1,,
"abundance","nbsGARCH",0.95,"all","DO",17.1109679291541,2,42,2400,"2400.03",,556,2022-04-21,5,2022,91,217,554,552,566,2,,
"abundance","nbsGARCH",0.95,"all","DO",14.5680769088782,1,40,2400,"2400.03",,557,2022-04-21,6,2022,91,217,554,552,566,3,,
"abundance","nbsGARCH",0.95,"all","DO",12.3968322773477,1,34,2400,"2400.03",,558,2022-04-21,7,2022,91,217,554,552,566,4,,
"abundance","nbsGARCH",0.95,"all","DO",10.9690705125474,0,31,2400,"2400.03",,559,2022-04-21,8,2022,91,217,554,552,566,5,,
"abundance","nbsGARCH",0.95,"all","DO",10.4046418581238,0,29,2400,"2400.03",,560,2022-04-21,9,2022,91,217,554,552,566,6,,
"abundance","nbsGARCH",0.95,"all","DO",10.6863331842428,0,31,2400,"2400.03",,561,2022-04-21,10,2022,91,217,554,552,566,7,,
"abundance","nbsGARCH",0.95,"all","DO",11.8447055329918,1,36,2400,"2400.03",,562,2022-04-21,11,2022,91,217,554,552,566,8,,
"abundance","nbsGARCH",0.95,"all","DO",13.6834157490324,1,39,2400,"2400.03",,563,2022-04-21,12,2022,91,217,554,552,566,9,,
"abundance","nbsGARCH",0.95,"all","DO",15.9755958207024,1,46,2400,"2400.03",,564,2022-04-21,1,2023,91,217,554,552,566,10,,
"abundance","nbsGARCH",0.95,"all","DO",18.0610058684246,2,50,2400,"2400.03",,565,2022-04-21,2,2023,91,217,554,552,566,11,,
"abundance","nbsGARCH",0.95,"all","DO",19.2054377241269,1,56,2400,"2400.03",,566,2022-04-21,3,2023,91,217,554,552,566,12,,
