"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-08-25",8,2022,"abundance","nbGARCH",109,0.95,"all","PE",2.6666257030754,0,8,"2812.9",2812,NA,559,217,558,559,570,1,NA,NA
"2022-08-25",9,2022,"abundance","nbGARCH",109,0.95,"all","PE",3.25325815127331,0,12,"2812.9",2812,NA,560,217,558,559,570,2,NA,NA
"2022-08-25",10,2022,"abundance","nbGARCH",109,0.95,"all","PE",3.73677085400973,0,13,"2812.9",2812,NA,561,217,558,559,570,3,NA,NA
"2022-08-25",11,2022,"abundance","nbGARCH",109,0.95,"all","PE",4.16969536266836,0,16,"2812.9",2812,NA,562,217,558,559,570,4,NA,NA
"2022-08-25",12,2022,"abundance","nbGARCH",109,0.95,"all","PE",4.4855814669595,0,17,"2812.9",2812,NA,563,217,558,559,570,5,NA,NA
"2022-08-25",1,2023,"abundance","nbGARCH",109,0.95,"all","PE",4.92612531115605,0,19,"2812.9",2812,NA,564,217,558,559,570,6,NA,NA
"2022-08-25",2,2023,"abundance","nbGARCH",109,0.95,"all","PE",5.18147685450579,0,20,"2812.9",2812,NA,565,217,558,559,570,7,NA,NA
"2022-08-25",3,2023,"abundance","nbGARCH",109,0.95,"all","PE",5.2467371777051,0,18,"2812.9",2812,NA,566,217,558,559,570,8,NA,NA
"2022-08-25",4,2023,"abundance","nbGARCH",109,0.95,"all","PE",5.39928315959775,0,19,"2812.9",2812,NA,567,217,558,559,570,9,NA,NA
"2022-08-25",5,2023,"abundance","nbGARCH",109,0.95,"all","PE",5.47428028832108,0,20,"2812.9",2812,NA,568,217,558,559,570,10,NA,NA
"2022-08-25",6,2023,"abundance","nbGARCH",109,0.95,"all","PE",5.47507641096325,0,19,"2812.9",2812,NA,569,217,558,559,570,11,NA,NA
"2022-08-25",7,2023,"abundance","nbGARCH",109,0.95,"all","PE",5.40021685456231,0,22,"2812.9",2812,NA,570,217,558,559,570,12,NA,NA
