"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_id","cast_group","confidence_level","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2020-09-17",2,2020,"abundance","nbGARCH","all","SH",0.611260743711303,0,3,"1252.19",50,0.95,1252,NA,528,217,534,528,546,-6,NA,NA
"2020-09-17",3,2020,"abundance","nbGARCH","all","SH",0.984904767638783,0,5,"1252.19",50,0.95,1252,NA,529,217,534,528,546,-5,NA,NA
"2020-09-17",4,2020,"abundance","nbGARCH","all","SH",1.217232687675,0,6,"1252.19",50,0.95,1252,NA,530,217,534,528,546,-4,NA,NA
"2020-09-17",5,2020,"abundance","nbGARCH","all","SH",1.35532786950101,0,8,"1252.19",50,0.95,1252,NA,531,217,534,528,546,-3,NA,NA
"2020-09-17",6,2020,"abundance","nbGARCH","all","SH",1.43970668456684,0,8,"1252.19",50,0.95,1252,NA,532,217,534,528,546,-2,NA,NA
"2020-09-17",7,2020,"abundance","nbGARCH","all","SH",1.42187643219014,0,8,"1252.19",50,0.95,1252,NA,533,217,534,528,546,-1,NA,NA
"2020-09-17",8,2020,"abundance","nbGARCH","all","SH",1.47969254308177,0,10,"1252.19",50,0.95,1252,NA,534,217,534,528,546,0,NA,NA
"2020-09-17",9,2020,"abundance","nbGARCH","all","SH",1.52027528808564,0,10,"1252.19",50,0.95,1252,NA,535,217,534,528,546,1,NA,NA
"2020-09-17",10,2020,"abundance","nbGARCH","all","SH",1.54052552191087,0,9,"1252.19",50,0.95,1252,NA,536,217,534,528,546,2,NA,NA
"2020-09-17",11,2020,"abundance","nbGARCH","all","SH",1.55177813958091,0,9,"1252.19",50,0.95,1252,NA,537,217,534,528,546,3,NA,NA
"2020-09-17",12,2020,"abundance","nbGARCH","all","SH",1.55972420352237,0,9,"1252.19",50,0.95,1252,NA,538,217,534,528,546,4,NA,NA
"2020-09-17",1,2021,"abundance","nbGARCH","all","SH",1.56402982486047,0,8,"1252.19",50,0.95,1252,NA,539,217,534,528,546,5,NA,NA
"2020-09-17",2,2021,"abundance","nbGARCH","all","SH",1.56721022665497,0,10,"1252.19",50,0.95,1252,NA,540,217,534,528,546,6,NA,NA
"2020-09-17",3,2021,"abundance","nbGARCH","all","SH",1.51877886588348,0,7,"1252.19",50,0.95,1252,NA,541,217,534,528,546,7,NA,NA
"2020-09-17",4,2021,"abundance","nbGARCH","all","SH",1.46869429451279,0,7,"1252.19",50,0.95,1252,NA,542,217,534,528,546,8,NA,NA
"2020-09-17",5,2021,"abundance","nbGARCH","all","SH",1.42894732580769,0,7,"1252.19",50,0.95,1252,NA,543,217,534,528,546,9,NA,NA
"2020-09-17",6,2021,"abundance","nbGARCH","all","SH",1.4001442910353,0,7,"1252.19",50,0.95,1252,NA,544,217,534,528,546,10,NA,NA
"2020-09-17",7,2021,"abundance","nbGARCH","all","SH",1.38472094539949,0,8,"1252.19",50,0.95,1252,NA,545,217,534,528,546,11,NA,NA
"2020-09-17",8,2021,"abundance","nbGARCH","all","SH",1.37207683096657,0,8,"1252.19",50,0.95,1252,NA,546,217,534,528,546,12,NA,NA
