"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-3.7969731837678,3.79697318376986,2850,"2850.21",,559,2022-09-08,8,2022,111,217,559,559,571,0,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-5.36945989218097,5.36945989218302,2850,"2850.21",,560,2022-09-08,9,2022,111,217,559,559,571,1,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-6.57610779330973,6.57610779331179,2850,"2850.21",,561,2022-09-08,10,2022,111,217,559,559,571,2,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-7.59337131218528,7.59337131218733,2850,"2850.21",,562,2022-09-08,11,2022,111,217,559,559,571,3,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-8.48960435239523,8.48960435239728,2850,"2850.21",,563,2022-09-08,12,2022,111,217,559,559,571,4,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-9.29986431275735,9.29986431275941,2850,"2850.21",,564,2022-09-08,1,2023,111,217,559,559,571,5,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-10.0449773723582,10.0449773723602,2850,"2850.21",,565,2022-09-08,2,2023,111,217,559,559,571,6,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-10.7385131459936,10.7385131459957,2850,"2850.21",,566,2022-09-08,3,2023,111,217,559,559,571,7,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-11.3898972235121,11.3898972235141,2850,"2850.21",,567,2022-09-08,4,2023,111,217,559,559,571,8,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-12.0059923762119,12.0059923762139,2850,"2850.21",,568,2022-09-08,5,2023,111,217,559,559,571,9,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-12.5919794755689,12.5919794755709,2850,"2850.21",,569,2022-09-08,6,2023,111,217,559,559,571,10,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-13.1518835642899,13.1518835642919,2850,"2850.21",,570,2022-09-08,7,2023,111,217,559,559,571,11,,
"abundance","ESSS",0.95,"all","SH",1.02934040726889e-12,-13.6889055612247,13.6889055612268,2850,"2850.21",,571,2022-09-08,8,2023,111,217,559,559,571,12,,
